osmid,x,y,total_CYD
2021400900,-81.9565251,26.4536844,0.0
2021400901,-81.956929,26.4539308,0.0
2213554502,-81.9391492,26.4463227,0.0
2253886537,-81.9378729,26.4493371,0.0
3346861986,-81.9538255,26.4553629,0.0
3346901696,-81.9646773,26.4614057,0.0
3529429037,-81.9524537,26.4611499,0.0
3529435381,-81.9529182,26.4598306,0.0
3529435382,-81.9531265,26.4598787,0.0
3529441447,-81.9540057,26.4585421,0.0
3547654560,-81.9461035,26.4490046,0.0
3547654561,-81.9465412,26.4492027,0.0
3547654562,-81.9472753,26.4495134,0.0
3547654565,-81.9469283,26.4498173,0.0
3547654566,-81.9460874,26.4498438,0.0
3547654567,-81.9468958,26.4499305,0.0
3547654570,-81.9468436,26.4501123,0.0
3712398263,-81.9618417,26.456895,0.0
3712398266,-81.9612153,26.4573919,0.0
4277693469,-81.9554757,26.4529244,0.0
4277696826,-81.9549106,26.4527849,0.0
4277696828,-81.9550734,26.4528249,0.0
4277774325,-81.9553508,26.4537887,0.0
4277774326,-81.9556714,26.4540841,0.0
4277774328,-81.9551993,26.4541753,0.0
4277774329,-81.9553964,26.4541976,0.0
4277774346,-81.9555078,26.4541093,0.0
4277774354,-81.9555061,26.4546386,0.0
4277774367,-81.9557787,26.4541357,0.0
4277774369,-81.9554943,26.4536338,0.0
4277774370,-81.955006,26.4546871,0.0
4277774371,-81.9553977,26.4548386,0.0
4277774374,-81.9555325,26.4541552,0.0
4277774376,-81.9553906,26.45387,0.0
5694055621,-81.9602306,26.4564156,0.0
5694055622,-81.9604797,26.4561799,0.0
5694073697,-81.9297001,26.4447884,0.0
5694073698,-81.929759,26.4448209,0.0
5694077510,-81.9601795,26.456219,0.0
5694077511,-81.9603605,26.4560613,0.0
5694077512,-81.9600593,26.4561047,0.0
5694077513,-81.9602178,26.4559395,0.0
5694077514,-81.959977,26.4559507,0.0
5694077515,-81.9600866,26.455844,0.0
5694077516,-81.9606253,26.4560633,0.0
5700557920,-81.9580144,26.4548736,0.0
5700560221,-81.9579628,26.4548415,0.0
5702366483,-81.9575279,26.4545725,0.0
5702366486,-81.957146,26.4546649,0.0
5702951036,-81.9578215,26.4547546,0.0
5702951039,-81.9577023,26.4546809,0.0
5702951040,-81.9582065,26.4543069,0.0
5702951042,-81.958035,26.4547042,0.0
5702951044,-81.9583657,26.4550769,0.0
5702951064,-81.9586772,26.4546797,0.0
5702951066,-81.958439,26.4551233,0.0
5702951069,-81.9589361,26.4546672,0.0
5702951071,-81.9586005,26.4552256,0.0
5706105717,-81.9642143,26.4596203,0.0
5706105719,-81.9637988,26.4599501,0.0
5706106322,-81.9641224,26.4596112,0.0
5706106324,-81.9635897,26.4594156,0.0
5706106325,-81.963991,26.4590765,0.0
5706106327,-81.9634112,26.4595663,0.0
5706106329,-81.9634798,26.4586817,0.0
5706106331,-81.9635399,26.4587413,0.0
5706106332,-81.9630078,26.45917,0.0
5706106334,-81.9633745,26.4588746,0.0
5706106335,-81.9635165,26.4590129,0.0
5706106336,-81.9631451,26.4593049,0.0
5706106358,-81.961961,26.4570244,0.0
5706106361,-81.9621032,26.4574192,0.0
5706106362,-81.9619532,26.457274,0.0
5706106363,-81.9616662,26.4574971,0.0
5706106365,-81.9614724,26.4576478,0.0
5706106366,-81.9623292,26.4575992,0.0
5706106368,-81.9618254,26.4579991,0.0
5706106394,-81.9624159,26.4583118,0.0
5706106397,-81.962236,26.4584076,0.0
5706106400,-81.9622751,26.4584462,0.0
5706106404,-81.9629773,26.4580386,0.0
5706106406,-81.9623641,26.4585341,0.0
5706106407,-81.9625737,26.4586072,0.0
5706106409,-81.9624991,26.4586674,0.0
5706106410,-81.962442,26.4584712,0.0
5706106536,-81.9633542,26.4582466,0.0
5706106538,-81.962646,26.4588126,0.0
5706749087,-81.9393381,26.4490099,0.0
5706749088,-81.9394059,26.449032,0.0
5706749089,-81.9391435,26.4489467,0.0
5706749090,-81.9382533,26.4489688,0.0
5706749091,-81.9382123,26.448803,0.0
5711384888,-81.9517081,26.4518653,0.0
5711385177,-81.9519725,26.451345,0.0
5711385178,-81.9517986,26.4517658,0.0
5711385179,-81.9518433,26.4516576,0.0
5711385180,-81.9511671,26.4514311,0.0
5711385181,-81.9515448,26.4513844,0.0
5711385183,-81.9511175,26.4515459,0.0
5711385184,-81.9517453,26.4514516,0.0
5711385185,-81.9519038,26.4515111,0.0
5711385435,-81.9513741,26.4516288,0.0
5711385436,-81.9512124,26.4520247,0.0
5711385437,-81.9514386,26.4518322,0.0
5711385438,-81.9513088,26.4517887,0.0
5711385441,-81.9510355,26.4515195,0.0
5711385442,-81.9513208,26.4517592,0.0
5711385443,-81.9509791,26.451653,0.0
5711385444,-81.9506154,26.4517068,0.0
5711385445,-81.950733,26.4514218,0.0
5711385447,-81.9508815,26.4514697,0.0
5711385449,-81.9505872,26.4520975,0.0
5711385724,-81.9504724,26.4513376,0.0
5718333001,-81.9555687,26.4545232,0.0
5718333004,-81.9557688,26.4549684,0.0
5718333005,-81.9542766,26.4527041,0.0
5718333006,-81.9542698,26.4525582,0.0
5718333831,-81.9548154,26.4538417,0.0
5718333833,-81.9547121,26.4536308,0.0
5718333850,-81.95369,26.4563337,0.0
5718333851,-81.9537511,26.4561937,0.0
5718333852,-81.9538906,26.4560817,0.0
5718333853,-81.9536306,26.4561409,0.0
5718333875,-81.9538258,26.4553904,0.0
5718333878,-81.953832,26.4558828,0.0
5718334121,-81.953398,26.4525725,0.0
5718334122,-81.953424,26.4522906,0.0
5718334230,-81.9480385,26.4497965,0.0
