fid,Load_Date,fldDebrisC,Pile_Latit,Pile_Longi
5825,01/10/2023,C and D,26.4302287,-81.9131323
5826,01/17/2023,Sand CD,26.4370182,-81.9222146
5827,11/20/2022,C and D,26.4388910101,-81.92399369
5828,02/04/2023,Concrete,26.4366112,-81.9210346
5829,02/01/2023,Dirty Sand Soil,26.4254387,-81.9082998
5830,10/17/2022,C and D,26.4620562917,-81.9538554649
5831,10/28/2022,C and D,26.4184213079,-81.9020911745
5832,11/06/2022,C and D,26.4524358,-81.9548648
5833,11/11/2022,C and D,26.4585604705,-81.9426421077
5834,01/14/2023,C and D,26.4589479709,-81.9482299399
5835,10/21/2022,C and D,26.4208266,-81.9035273
5836,12/14/2022,C and D,26.4595712741,-81.9417802438
5837,10/23/2022,C and D,26.417184,-81.9015613
5838,12/06/2022,C and D,26.4663336,-81.9556644
5839,02/15/2023,C and D,26.4171926,-81.9012736
5840,02/15/2023,C and D,26.4048236,-81.8858236
5841,10/31/2022,C and D,26.4287278254,-81.9115377278
5842,11/15/2022,C and D,26.4588435,-81.9416799
5843,11/12/2022,C and D,26.4380173039,-81.9232519374
5844,10/19/2022,Dirty Sand Soil,26.4514302,-81.951196
5845,01/03/2023,C and D,26.4660539,-81.9552343
5846,12/05/2022,C and D,26.4498882182,-81.9459786081
5847,10/24/2022,C and D,26.4098971,-81.8981774
5848,10/16/2022,C and D,26.4048319304,-81.8847117962
5849,10/31/2022,C and D,26.4233239,-81.9049858
5850,10/23/2022,Clean Sand Soil,26.452574,-81.9546
5851,11/04/2022,C and D,26.4197000559,-81.9027086253
5852,03/28/2023,C and D,26.4103585064,-81.89890257
5853,12/08/2022,C and D,26.4578740097,-81.9405931004
5854,12/01/2022,C and D,26.4049608,-81.8927376
5855,11/05/2022,C and D,26.4172951411,-81.9015905685
5856,11/19/2022,C and D,26.4588384,-81.9395167
5857,10/14/2022,Dirty Sand Soil,26.4520317,-81.9524081
5858,03/17/2023,C and D,26.4609763659,-81.9486787523
5859,11/13/2022,C and D,26.4107515,-81.8991648
5860,10/16/2022,Dirty Sand Soil,26.4524746,-81.9539296
5861,05/03/2023,C and D,26.4595096067,-81.9461002329
5862,11/16/2022,C and D,26.4256347204,-81.9081056491
5863,10/23/2022,Dirty Sand Soil,26.4232208,-81.9048134
5864,10/24/2022,C and D,26.4266679967,-81.9095538323
5865,12/08/2022,Dirty Sand Soil,26.4287981,-81.9115705
5866,11/05/2022,Dirty Sand Soil,26.4427155,-81.9309847
5867,12/11/2022,HHW to DMS,26.4643936283,-81.9537139456
5868,12/11/2022,C and D,26.458352227,-81.9395361902
5869,11/06/2022,C and D,26.4444413642,-81.9346969855
5870,11/08/2022,C and D,26.4172415,-81.9016285
5871,11/13/2022,C and D,26.4073868,-81.8964277
5872,02/18/2023,C and D,26.4633502422,-81.9532111438
5873,12/11/2022,C and D,26.4214062607,-81.9037859763
5874,11/22/2022,C and D,26.404613,-81.8908068
5875,12/11/2022,C and D,26.4656312,-81.9554593
5876,11/09/2022,C and D,26.4423861215,-81.9305122365
5877,11/05/2022,C and D,26.4344829,-81.9183158
5878,12/02/2022,C and D,26.4283401,-81.9113662
5879,11/13/2022,C and D,26.4376752,-81.9228588
5880,01/08/2023,C and D,26.4302209,-81.9131404
5881,11/05/2022,C and D,26.4346029,-81.9184577
5882,01/13/2023,C and D,26.4410971,-81.9283541
5883,01/11/2023,C and D,26.4629520623,-81.9510267004
5884,10/21/2022,Dirty Sand Soil,26.4515132,-81.9512242
5885,01/25/2023,C and D,26.4198277,-81.9026513
5886,12/03/2022,C and D,26.404692,-81.886058
5887,02/02/2023,Dirty Sand Soil,26.4313483,-81.914295
5888,10/30/2022,C and D,26.4190471731,-81.9021608681
5889,10/26/2022,Vegetation,26.4589705132,-81.9452665654
5890,11/03/2022,C and D,26.4053932191,-81.8940994313
5891,12/11/2022,C and D,26.421731656,-81.9040074234
5892,12/14/2022,Dirty Sand Soil,26.4336435,-81.9172042
5893,10/07/2022,C and D,26.459155736,-81.9538463585
5894,12/09/2022,C and D,26.4586295866,-81.9409287568
5895,10/17/2022,Dirty Sand Soil,26.4380949,-81.9231824
5896,01/18/2023,Vegetation,26.4182984,-81.9020522
5897,03/17/2023,C and D,26.4643224994,-81.9477599356
5898,10/06/2022,C and D,26.4598045597,-81.9463820774
5899,12/15/2022,C and D,26.4106499,-81.8990909
5900,11/30/2022,C and D,26.4630644894,-81.9541055584
5901,10/12/2022,C and D,26.4047961386,-81.8845905638
5902,11/11/2022,C and D,26.4408149338,-81.9280259964
5903,11/02/2022,C and D,26.4449507324,-81.9353784342
5904,10/21/2022,C and D,26.4180022,-81.9018869
5905,10/21/2022,C and D,26.4144632,-81.9005573
5906,03/01/2023,C and D,26.4587077,-81.9409211
5907,11/08/2022,C and D,26.4465212,-81.9381709
5908,12/08/2022,C and D,26.4575269689,-81.9401783587
5909,11/27/2022,C and D,26.4340974594,-81.9176485389
5910,02/27/2023,C and D,26.4599855198,-81.9414055255
5911,11/13/2022,C and D,26.4384376165,-81.9238634595
5912,11/19/2022,C and D,26.4224197698,-81.9045345147
5913,10/09/2022,C and D,26.4355502,-81.9196094
5914,02/02/2023,C and D,26.4318269898,-81.9150303928
5915,10/16/2022,Dirty Sand Soil,26.4352098,-81.9193721
5916,11/29/2022,C and D,26.4618131936,-81.9513169497
5917,10/19/2022,Dirty Sand Soil,26.4514123,-81.9512456
5918,01/16/2023,HHW to DMS,26.4607594251,-81.9528995687
5919,11/03/2022,Dirty Sand Soil,26.4460036,-81.9373191
5920,02/09/2023,C and D,26.4145457,-81.9004023
5921,01/07/2023,Clean Sand Soil,26.4364838,-81.922347
5922,03/17/2023,C and D,26.463635784,-81.9477179996
5923,12/16/2022,C and D,26.4609654481,-81.9486047421
5924,10/16/2022,C and D,26.4305896695,-81.9133822911
5925,02/02/2023,C and D,26.4319126255,-81.9149790912
5926,12/18/2022,C and D,26.4180854336,-81.9019966666
5927,10/22/2022,C and D,26.4254304947,-81.9070109411
5928,02/20/2023,C and D,26.431187,-81.9141795
5929,11/06/2022,C and D,26.4281655522,-81.9111019281
5930,10/25/2022,C and D,26.428714525,-81.9116848894
5931,01/07/2023,Clean Sand Soil,26.4365605,-81.9223136
5932,12/07/2022,Dirty Sand Soil,26.4113737,-81.8994219
5933,11/19/2022,C and D,26.419799509,-81.9027587166
5934,11/03/2022,C and D,26.4056777442,-81.8943105453
5935,12/19/2022,C and D,26.4099975676,-81.898661675
5936,12/01/2022,C and D,26.4619057526,-81.9486877687
5937,11/30/2022,C and D,26.4611563878,-81.952282386
5938,11/28/2022,C and D,26.4045029,-81.8867367
5939,10/30/2022,C and D,26.4275524095,-81.9103080518
5940,01/13/2023,Sand CD,26.4370549,-81.922116
5941,11/05/2022,C and D,26.4045357937,-81.8910043035
5942,11/11/2022,C and D,26.410230166,-81.8986791912
5943,11/20/2022,C and D,26.4048364,-81.892439
5944,01/25/2023,C and D,26.4349171,-81.9189712
5945,12/12/2022,C and D,26.4505433,-81.9484914
5946,11/11/2022,C and D,26.4254838993,-81.9076720918
5947,12/02/2022,C and D,26.4046939,-81.8859499
5948,01/11/2023,C and D,26.4588326822,-81.9461906205
5949,11/17/2022,C and D,26.4044608604,-81.8865830416
5950,12/09/2022,C and D,26.4043605,-81.8892455
5951,03/16/2023,C and D,26.460541781,-81.9474197485
5952,11/19/2022,C and D,26.466249523,-81.9556402508
5953,11/01/2022,C and D,26.4524725,-81.9547322
5954,10/22/2022,Dirty Sand Soil,26.431525,-81.9145109
5955,01/07/2023,C and D,26.432668486,-81.9159286441
5956,12/16/2022,C and D,26.4613475914,-81.9504964737
5957,11/29/2022,C and D,26.4245068515,-81.9058960956
5958,10/28/2022,C and D,26.425518631,-81.9078337402
5959,12/07/2022,Dirty Sand Soil,26.4114946,-81.8994172
5960,12/05/2022,C and D,26.4055106,-81.8930342
5961,10/11/2022,C and D,26.416044101,-81.9011415165
5962,11/11/2022,C and D,26.4183448106,-81.9020975734
5963,12/05/2022,C and D,26.4596512495,-81.9403702766
5964,11/08/2022,C and D,26.4056579,-81.8943222
5965,02/08/2023,C and D,26.4201832,-81.9029993
5966,10/13/2022,C and D,26.4328311732,-81.916045021
5967,12/18/2022,C and D,26.4625316178,-81.9467406984
5968,12/01/2022,Vegetation,26.4418580223,-81.9296016485
5969,10/31/2022,Dirty Sand Soil,26.4230375,-81.9044479
5970,10/22/2022,C and D,26.4254027303,-81.9070560425
5971,11/01/2022,Dirty Sand Soil,26.4117434,-81.8996393
5972,10/13/2022,C and D,26.4428055032,-81.9312945037
5973,01/04/2023,C and D,26.4303474,-81.9131154
5974,12/18/2022,Dirty Sand Soil,26.4386109,-81.9240472
5975,10/12/2022,Dirty Sand Soil,26.448941,-81.9433865
5976,01/24/2023,C and D,26.4631377186,-81.9540072343
5977,10/17/2022,Dirty Sand Soil,26.4354521,-81.9194863
5978,10/07/2022,C and D,26.4591256927,-81.9538724236
5979,12/05/2022,C and D,26.4048149,-81.8911403
5980,11/03/2022,C and D,26.4381185593,-81.9233420213
5981,12/05/2022,C and D,26.4630141011,-81.9509917399
5982,02/09/2023,C and D,26.4642885984,-81.9538664418
5983,11/05/2022,C and D,26.4479018,-81.9409292
5984,12/06/2022,Vegetation,26.4046784537,-81.8868137711
5985,01/15/2023,C and D,26.4401773,-81.9267286
5986,11/12/2022,C and D,26.4079072,-81.8969596
5987,10/19/2022,Clean Sand Soil,26.4525473,-81.954603
5988,11/12/2022,C and D,26.458717715,-81.9425947499
5989,11/02/2022,C and D,26.4073538428,-81.8964766276
5990,10/06/2022,C and D,26.4637986,-81.9541757
5991,10/07/2022,C and D,26.4599321551,-81.9537805502
5992,11/20/2022,C and D,26.428801,-81.9117584
5993,02/08/2023,C and D,26.4168022,-81.9010542
5994,11/08/2022,Dirty Sand Soil,26.4145831,-81.9007319
5995,01/20/2023,C and D,26.4640954667,-81.9477824027
5996,11/17/2022,C and D,26.4663027,-81.9556649
5997,10/18/2022,C and D,26.4638668513,-81.9541709887
5998,12/12/2022,C and D,26.435152815,-81.9192170443
5999,10/30/2022,C and D,26.4189016214,-81.9020996802
6000,02/15/2023,C and D,26.4621342207,-81.9477146678
6001,10/19/2022,Dirty Sand Soil,26.4514102,-81.9512325
6002,11/29/2022,Sand CD,26.452573,-81.9546447
6003,12/13/2022,Dirty Sand Soil,26.4526216,-81.9545527
6004,11/20/2022,C and D,26.4147683,-81.9007036
6005,01/19/2023,C and D,26.4659143091,-81.9550655185
6006,12/10/2022,C and D,26.4043527749,-81.8892943115
6007,11/18/2022,C and D,26.4596173,-81.9402395
6008,02/07/2023,C and D,26.4370213,-81.9219317
6009,12/08/2022,Dirty Sand Soil,26.4111793,-81.8993315
6010,02/11/2023,C and D,26.4359300025,-81.9200629369
6011,11/03/2022,C and D,26.4485665,-81.9425265
6012,12/01/2022,C and D,26.4597140299,-81.9416320884
6013,02/10/2023,C and D,26.4102326,-81.8990394
6014,12/11/2022,C and D,26.4586417621,-81.9395604454
6015,01/30/2023,C and D,26.4070805,-81.8962322
6016,02/25/2023,C and D,26.4105030801,-81.8990217616
6017,10/23/2022,Dirty Sand Soil,26.4291818,-81.9121916
6018,11/29/2022,C and D,26.43411376,-81.9176387916
6019,11/12/2022,C and D,26.4390859567,-81.9250712917
6020,10/28/2022,C and D,26.4639785746,-81.9486646727
6021,12/13/2022,C and D,26.4598865825,-81.9416161093
6022,12/16/2022,C and D,26.4612389451,-81.950610659
6023,12/07/2022,Dirty Sand Soil,26.4279991,-81.9108486
6024,11/19/2022,C and D,26.4195991863,-81.9026454292
6025,10/14/2022,C and D,26.4160877491,-81.9011632633
6026,11/06/2022,C and D,26.4445892172,-81.9346706896
6027,11/30/2022,C and D,26.4646678,-81.9505521
6028,11/04/2022,C and D,26.4255182392,-81.9079036234
6029,01/25/2023,C and D,26.4200308,-81.9028533
6030,11/04/2022,C and D,26.4524706,-81.9546326
6031,10/28/2022,Clean Sand Soil,26.4526979,-81.9552664
6032,11/14/2022,C and D,26.4417394181,-81.9295637496
6033,10/16/2022,Dirty Sand Soil,26.4515716376,-81.9512386351
6034,12/12/2022,C and D,26.4509538,-81.9494191
6035,10/23/2022,Dirty Sand Soil,26.4313283,-81.9143593
6036,10/28/2022,Clean Sand Soil,26.4526905,-81.9553005
6037,11/11/2022,C and D,26.4109435,-81.8992487
6038,12/08/2022,C and D,26.465645174,-81.9554902215
6039,10/13/2022,Dirty Sand Soil,26.448989,-81.9433929
6040,11/05/2022,C and D,26.4254821,-81.9079555
6041,11/20/2022,C and D,26.4284913,-81.9114481
6042,10/14/2022,Dirty Sand Soil,26.4307355197,-81.913648377
6043,12/04/2022,C and D,26.4596474008,-81.940479228
6044,10/28/2022,C and D,26.4633895364,-81.948672887
6045,10/28/2022,C and D,26.4206326237,-81.9031811385
6046,11/08/2022,C and D,26.4339174,-81.9175826
6047,03/23/2023,C and D,26.4170331,-81.9015312
6048,11/10/2022,C and D,26.4596330188,-81.9492509031
6049,02/27/2023,C and D,26.4633651771,-81.9485441749
6050,12/10/2022,C and D,26.4350471,-81.9190591
6051,11/04/2022,C and D,26.4046021365,-81.8864893076
6052,11/04/2022,C and D,26.4603654,-81.9474403
6053,11/05/2022,C and D,26.4343665,-81.9181835
6054,11/14/2022,C and D,26.4348637445,-81.9188230345
6055,01/29/2023,C and D,26.4661738789,-81.9556155336
6056,01/30/2023,Dirty Sand Soil,26.406503,-81.8954894
6057,12/15/2022,C and D,26.4594148379,-81.9425060694
6058,12/11/2022,C and D,26.4639160456,-81.9476349559
6059,12/03/2022,C and D,26.4107980393,-81.899197111
6060,12/09/2022,Vegetation,26.40625,-81.8950517
6061,10/27/2022,C and D,26.4046574803,-81.8919437355
6062,10/25/2022,C and D,26.4429765009,-81.9316913188
6063,03/24/2023,HHW to DMS,26.4631426,-81.9510526
6064,11/18/2022,C and D,26.4525989736,-81.9545769167
6065,02/08/2023,C and D,26.4206215,-81.9032651
6066,12/19/2022,C and D,26.4439207,-81.9334027
6067,10/31/2022,C and D,26.4182252437,-81.9020788931
6068,12/12/2022,C and D,26.4116299642,-81.8991385897
6069,02/08/2023,C and D,26.4320268177,-81.9151094744
6070,01/27/2023,Compact CD,26.4483776,-81.9405843
6071,12/06/2022,Vegetation,26.4297824,-81.9123423
6072,10/07/2022,C and D,26.4598932096,-81.9537681914
6073,10/24/2022,C and D,26.4099058,-81.8985343
6074,11/10/2022,C and D,26.4631475508,-81.9486017247
6075,02/27/2023,C and D,26.4642837597,-81.9506747369
6076,11/06/2022,C and D,26.4046280785,-81.8918717467
6077,10/06/2022,C and D,26.4597728998,-81.9463284441
6078,11/13/2022,C and D,26.4072177,-81.8961882
6079,12/09/2022,Vegetation,26.4173867,-81.9015825
6080,10/20/2022,Dirty Sand Soil,26.4515571,-81.9512724
6081,10/06/2022,C and D,26.4670708,-81.9547791
6082,12/09/2022,C and D,26.4350965006,-81.9193105103
6083,10/22/2022,Clean Sand Soil,26.4525497,-81.9546443
6084,11/29/2022,Sand CD,26.4527327,-81.9549702
6085,01/03/2023,C and D,26.4507604,-81.9487383
6086,11/03/2022,C and D,26.430357,-81.9131631
6087,12/05/2022,C and D,26.4487347345,-81.9434176592
6088,12/07/2022,C and D,26.4583955,-81.9409342
6089,10/14/2022,C and D,26.4238331,-81.9053272
6090,01/09/2023,C and D,26.4326320659,-81.915777499
6091,10/13/2022,C and D,26.4495012214,-81.945382578
6092,01/22/2023,C and D,26.4613025187,-81.950392515
6093,10/29/2022,C and D,26.4506356,-81.9485398
6094,10/15/2022,C and D,26.4364782487,-81.9209945583
6095,11/11/2022,C and D,26.4616955957,-81.9478109759
6096,01/04/2023,C and D,26.4304228,-81.9132616
6097,11/07/2022,C and D,26.4077343,-81.8967703
6098,11/01/2022,C and D,26.4155885903,-81.9009874017
6099,11/02/2022,C and D,26.4445916936,-81.9346275833
6100,10/28/2022,C and D,26.4636124531,-81.9486387727
6101,10/29/2022,C and D,26.4585879632,-81.9448361547
6102,11/06/2022,C and D,26.4045627415,-81.8918813859
6103,01/28/2023,Compact CD,26.4483436,-81.940456
6104,11/07/2022,C and D,26.459306621,-81.9458565161
6105,01/26/2023,Dirty Sand Soil,26.4385559,-81.9238346
6106,12/01/2022,Vegetation,26.4376920462,-81.9225177449
6107,11/02/2022,C and D,26.4632469602,-81.947744256
6108,01/06/2023,C and D,26.4477468855,-81.9400242563
6109,10/19/2022,Clean Sand Soil,26.4525519,-81.9545736
6110,10/23/2022,C and D,26.4306421113,-81.9134016708
6111,10/30/2022,C and D,26.450092,-81.9471916
6112,02/02/2023,Dirty Sand Soil,26.42392,-81.9051107
6113,12/20/2022,C and D,26.4114521211,-81.8993645814
6114,12/10/2022,C and D,26.4593719645,-81.9407174551
6115,01/30/2023,C and D,26.4662568178,-81.9556252566
6116,11/04/2022,C and D,26.4047400831,-81.8920187554
6117,11/11/2022,Dirty Sand Soil,26.4426571,-81.9309288
6118,01/20/2023,C and D,26.405618,-81.8940568
6119,01/07/2023,Clean Sand Soil,26.4364896,-81.9223315
6120,10/24/2022,C and D,26.4183696,-81.9019206
6121,10/19/2022,C and D,26.4364628851,-81.92096601
6122,12/04/2022,C and D,26.4282397,-81.911163
6123,11/09/2022,C and D,26.4613609778,-81.9523965048
6124,11/01/2022,C and D,26.4275724689,-81.9103428893
6125,12/20/2022,C and D,26.424175473,-81.9055643399
6126,11/09/2022,C and D,26.451046998,-81.9493417007
6127,02/13/2023,C and D,26.4366225055,-81.9211298889
6128,11/07/2022,C and D,26.408027,-81.8969048
6129,10/19/2022,C and D,26.4310877305,-81.9139337578
6130,12/18/2022,C and D,26.4608394262,-81.9537757897
6131,12/19/2022,C and D,26.4626598991,-81.9469033536
6132,01/28/2023,Compact CD,26.4480334,-81.94053
6133,02/19/2023,C and D,26.4283641842,-81.9110835924
6134,02/07/2023,C and D,26.432118835,-81.9151460287
6135,11/30/2022,C and D,26.463577915,-81.9541620738
6136,02/08/2023,Dirty Sand Soil,26.4321339,-81.9153273
6137,12/17/2022,C and D,26.4477246,-81.9401722
6138,10/16/2022,C and D,26.4310597797,-81.9140695267
6139,10/28/2022,Clean Sand Soil,26.4526867,-81.9552492
6140,11/01/2022,Dirty Sand Soil,26.4150902,-81.9007234
6141,12/01/2022,C and D,26.424041614,-81.9055432175
6142,10/08/2022,C and D,26.4662898,-81.9556346
6143,11/21/2022,C and D,26.4045428,-81.8914126
6144,10/13/2022,Dirty Sand Soil,26.4496163347,-81.9452379235
6145,11/16/2022,C and D,26.440670458,-81.9275697889
6146,11/04/2022,C and D,26.4513297,-81.9502765
6147,11/08/2022,C and D,26.441974612,-81.9300008566
6148,11/21/2022,C and D,26.4256884,-81.9083978
6149,02/15/2023,C and D,26.4046903,-81.8908505
6150,12/08/2022,C and D,26.4055305,-81.8947897
6151,05/01/2023,Vegetation,26.4441501,-81.9336976
6152,12/03/2022,C and D,26.4480634,-81.9411161
6153,11/03/2022,C and D,26.4485984,-81.9426649
6154,10/18/2022,C and D,26.4363875638,-81.9209037678
6155,01/14/2023,C and D,26.450824,-81.9489899
6156,01/11/2023,Clean Sand Soil,26.4367499,-81.9221787
6157,01/11/2023,C and D,26.450773,-81.9487333
6158,01/17/2023,C and D,26.4345303,-81.9183502
6159,12/10/2022,C and D,26.4595909995,-81.9456581709
6160,11/03/2022,Dirty Sand Soil,26.4280493,-81.9108682
6161,12/07/2022,C and D,26.4584154,-81.9409329
6162,10/18/2022,Dirty Sand Soil,26.4381713,-81.923232
6163,11/04/2022,C and D,26.451282,-81.9502362
6164,12/15/2022,Dirty Sand Soil,26.4510458,-81.9498981
6165,01/11/2023,C and D,26.4601230037,-81.9403217047
6166,10/31/2022,C and D,26.4109857804,-81.8993241207
6167,11/04/2022,C and D,26.448153,-81.9410156
6168,10/25/2022,C and D,26.4305094676,-81.9133606833
6169,12/18/2022,C and D,26.4602629396,-81.947478704
6170,10/18/2022,C and D,26.4660213,-81.9551658
6171,11/03/2022,C and D,26.4254651052,-81.9072484229
6172,11/14/2022,C and D,26.4332085,-81.9164989
6173,12/05/2022,C and D,26.405278598,-81.8929694407
6174,10/23/2022,C and D,26.447877506,-81.9406198635
6175,10/23/2022,Dirty Sand Soil,26.4311029,-81.9139548
6176,01/04/2023,Clean Sand Soil,26.4362486,-81.9217989
6177,03/19/2023,C and D,26.4196134,-81.9025969
6178,11/01/2022,C and D,26.4180024946,-81.9019164518
6179,11/17/2022,C and D,26.4044164882,-81.8906684837
6180,12/03/2022,C and D,26.4361770591,-81.9207168092
6181,01/25/2023,C and D,26.4597511989,-81.946625482
6182,11/28/2022,C and D,26.4265928732,-81.9097874254
6183,01/23/2023,C and D,26.4626683574,-81.9510824327
6184,10/19/2022,Dirty Sand Soil,26.4514601,-81.9512009
6185,11/07/2022,C and D,26.459357402,-81.9458372983
6186,11/09/2022,C and D,26.4137875,-81.9003423
6187,11/04/2022,Dirty Sand Soil,26.4429945,-81.9315593
6188,01/17/2023,C and D,26.4345277,-81.9183747
6189,12/04/2022,C and D,26.4079138264,-81.8969733921
6190,02/08/2023,Dirty Sand Soil,26.4318792,-81.9150074
6191,12/19/2022,C and D,26.4106573072,-81.899167942
6192,01/24/2023,C and D,26.4629535197,-81.9539670014
6193,12/18/2022,Dirty Sand Soil,26.4374338,-81.9222514
6194,10/30/2022,C and D,26.4505601,-81.9481835
6195,10/19/2022,Clean Sand Soil,26.4525508,-81.9546055
6196,01/24/2023,C and D,26.459725115,-81.9466338428
6197,11/07/2022,C and D,26.4427937,-81.9310802
6198,10/23/2022,C and D,26.4479048759,-81.9407455404
6199,12/05/2022,C and D,26.4632243782,-81.9512265197
6200,01/25/2023,C and D,26.4355798,-81.9196818
6201,11/29/2022,C and D,26.421763026,-81.9039445047
6202,01/16/2023,C and D,26.4594086187,-81.9403488304
6203,12/11/2022,C and D,26.4614629,-81.9520819
6204,10/31/2022,C and D,26.4178658494,-81.9018650752
6205,02/02/2023,Dirty Sand Soil,26.4320714,-81.9150523
6206,12/04/2022,C and D,26.4654468,-81.9542606
6207,10/21/2022,Clean Sand Soil,26.4525767,-81.9545405
6208,11/14/2022,C and D,26.4602351,-81.9467695
6209,10/12/2022,C and D,26.4046628432,-81.8866308911
6210,10/24/2022,C and D,26.4067580877,-81.8957039528
6211,10/16/2022,Dirty Sand Soil,26.436412,-81.9210358
6212,01/16/2023,C and D,26.4223822,-81.9044319
6213,11/20/2022,C and D,26.4379641585,-81.9232611418
6214,11/04/2022,C and D,26.4255488478,-81.9079859556
6215,10/14/2022,Dirty Sand Soil,26.4531153347,-81.9552597218
6216,10/19/2022,C and D,26.4444180457,-81.9342447732
6217,12/07/2022,C and D,26.4103478473,-81.8989430555
6218,10/11/2022,C and D,26.4654616,-81.9544163
6219,10/30/2022,C and D,26.4275678861,-81.9102728495
6220,05/01/2023,Vegetation,26.4208913,-81.9035379
6221,03/28/2023,C and D,26.4212563913,-81.9036618155
6222,12/12/2022,C and D,26.4608421506,-81.9476590842
6223,02/02/2023,C and D,26.4660597174,-81.9555776474
6224,11/29/2022,C and D,26.424298184,-81.90579216
6225,12/01/2022,C and D,26.4618146588,-81.9485267905
6226,10/16/2022,C and D,26.4508529,-81.9485837
6227,01/19/2023,C and D,26.4220919631,-81.9040634408
6228,02/11/2023,C and D,26.4370943,-81.9218187
6229,11/16/2022,C and D,26.4428935164,-81.9311757928
6230,11/03/2022,C and D,26.4066548231,-81.895702108
6231,01/12/2023,C and D,26.4506684,-81.9485571
6232,11/18/2022,C and D,26.4250619,-81.9063984
6233,11/01/2022,C and D,26.4608596443,-81.9482300061
6234,10/31/2022,C and D,26.4286577795,-81.9114581589
6235,02/27/2023,Concrete to FDS,26.448571,-81.9404098
6236,12/08/2022,Dirty Sand Soil,26.4091943,-81.8979393
6237,11/11/2022,Vegetation,26.4256436,-81.9082134
6238,11/13/2022,C and D,26.4510071059,-81.9492140334
6239,10/06/2022,C and D,26.4622394942,-81.9539006317
6240,10/15/2022,Dirty Sand Soil,26.4491434608,-81.9439736309
6241,12/14/2022,Dirty Sand Soil,26.4515344,-81.9510471
6242,10/30/2022,C and D,26.4216140472,-81.9037828502
6243,10/19/2022,C and D,26.4308751114,-81.9138719576
6244,01/03/2023,C and D,26.4578937302,-81.9391476111
6245,01/09/2023,C and D,26.4302192884,-81.9131172461
6246,10/15/2022,Dirty Sand Soil,26.4492103,-81.9444208
6247,11/26/2022,C and D,26.4338126742,-81.9172550425
6248,02/27/2023,C and D,26.4635762852,-81.948510781
6249,11/13/2022,C and D,26.4172923589,-81.9015351355
6250,10/18/2022,C and D,26.463762345,-81.9542093512
6251,10/26/2022,C and D,26.4595821826,-81.9463060052
6252,01/12/2023,C and D,26.4438424358,-81.9334217054
6253,12/06/2022,C and D,26.4361417,-81.9207123
6254,11/06/2022,C and D,26.4443961592,-81.9344407145
6255,11/11/2022,C and D,26.4256688058,-81.908248089
6256,10/30/2022,C and D,26.4595708696,-81.9462308725
6257,11/07/2022,C and D,26.4590846104,-81.9455581731
6258,10/28/2022,C and D,26.4192608307,-81.9024045373
6259,10/14/2022,C and D,26.4242296,-81.9056141
6260,11/13/2022,C and D,26.4174441,-81.9015863
6261,11/17/2022,C and D,26.4525228966,-81.9547100098
6262,11/05/2022,C and D,26.4344536,-81.9183296
6263,10/19/2022,Clean Sand Soil,26.4525618,-81.9546196
6264,12/01/2022,C and D,26.4645051,-81.9505067
6265,10/27/2022,C and D,26.4059674335,-81.8946842831
6266,01/07/2023,Clean Sand Soil,26.4365283,-81.92224
6267,12/06/2022,C and D,26.4190411,-81.902199
6268,11/22/2022,C and D,26.4337717,-81.9172427
6269,11/17/2022,C and D,26.4525027744,-81.9547405229
6270,11/13/2022,Dirty Sand Soil,26.439559,-81.9254845
6271,10/08/2022,C and D,26.4655175,-81.9553819
6272,10/30/2022,C and D,26.4505034,-81.9480209
6273,02/20/2023,C and D,26.4314553,-81.9143301
6274,12/06/2022,C and D,26.4283255,-81.9112703
6275,11/06/2022,C and D,26.4222457,-81.9041498
6276,11/07/2022,C and D,26.4227645,-81.9045093
6277,02/08/2023,C and D,26.4316779019,-81.9146832112
6278,10/11/2022,C and D,26.4653438,-81.9541374
6279,11/06/2022,C and D,26.4325774,-81.9157646
6280,01/22/2023,C and D,26.4594080754,-81.9460591381
6281,02/11/2023,C and D,26.4356436767,-81.9195276686
6282,01/25/2023,C and D,26.4074016109,-81.8962990846
6283,11/30/2022,C and D,26.4646716,-81.9503615
6284,01/18/2023,C and D,26.4636524111,-81.9530405832
6285,12/06/2022,Vegetation,26.40477884,-81.8865733399
6286,11/02/2022,C and D,26.4620987552,-81.9476959596
6287,10/16/2022,C and D,26.4449797,-81.9356501
6288,12/01/2022,C and D,26.4431284,-81.9317611
6289,11/05/2022,C and D,26.4209847758,-81.9033702091
6290,10/24/2022,C and D,26.4494930239,-81.9447882278
6291,02/01/2023,C and D,26.437967,-81.9230256
6292,10/23/2022,Dirty Sand Soil,26.4355163,-81.9194884
6293,01/14/2023,C and D,26.4610687007,-81.9463747539
6294,11/18/2022,C and D,26.4415117855,-81.9289472706
6295,10/15/2022,C and D,26.426313,-81.9091208
6296,01/08/2023,C and D,26.4595388315,-81.9463649707
6297,10/15/2022,C and D,26.43105666,-81.9140353866
6298,10/05/2022,C and D,26.4639601,-81.9541217
6299,10/06/2022,C and D,26.4650056797,-81.9522405234
6300,11/12/2022,C and D,26.433149,-81.9165591
6301,10/20/2022,C and D,26.4172174,-81.9016854
6302,11/01/2022,C and D,26.4274914502,-81.9102479981
6303,12/09/2022,C and D,26.4592174022,-81.9408778847
6304,11/18/2022,C and D,26.4255514,-81.9078535
6305,01/30/2023,C and D,26.4290999,-81.9120898
