WKT,fid,osmid,y,x,street_count,highway,ref
"POINT (-81.8950577 26.4061352)",657,5798972027,26.4061352,-81.8950577,3,,
"POINT (-81.8951503 26.4061996)",658,5798972035,26.4061996,-81.8951503,3,,
"POINT (-81.8950936 26.4064248)",659,5798972453,26.4064248,-81.8950936,1,,
"POINT (-81.8952425 26.4062669)",660,5798972455,26.4062669,-81.8952425,3,,
"POINT (-81.8952938 26.406511)",661,5798972463,26.406511,-81.8952938,1,,
"POINT (-81.8954102 26.4063973)",662,5798972465,26.4063973,-81.8954102,3,,
"POINT (-81.8964791 26.4076114)",663,5798972592,26.4076114,-81.8964791,3,,
"POINT (-81.8965862 26.4075382)",664,5798972594,26.4075382,-81.8965862,3,,
"POINT (-81.8958712 26.4075072)",665,5798972595,26.4075072,-81.8958712,3,,
"POINT (-81.8958076 26.4074187)",666,5798972596,26.4074187,-81.8958076,3,,
"POINT (-81.8970052 26.4080253)",667,5798972600,26.4080253,-81.8970052,3,,
"POINT (-81.896616 26.4080735)",668,5798972604,26.4080735,-81.896616,3,,
"POINT (-81.8994751 26.4115557)",669,5799216664,26.4115557,-81.8994751,3,,
"POINT (-81.8993383 26.4121099)",670,5799216665,26.4121099,-81.8993383,1,,
"POINT (-81.8991544 26.4115942)",671,5799216666,26.4115942,-81.8991544,3,,
"POINT (-81.8991923 26.4117004)",672,5799216667,26.4117004,-81.8991923,3,,
"POINT (-81.8994999 26.4116212)",673,5799216668,26.4116212,-81.8994999,3,,
"POINT (-81.8986392 26.4118286)",674,5799216669,26.4118286,-81.8986392,1,,
"POINT (-81.8986355 26.411603)",675,5799216670,26.411603,-81.8986355,3,,
"POINT (-81.898443 26.4120193)",676,5799216671,26.4120193,-81.898443,1,,
"POINT (-81.8984375 26.4116063)",677,5799216672,26.4116063,-81.8984375,3,,
"POINT (-81.8973786 26.4116711)",678,5799216673,26.4116711,-81.8973786,1,,
"POINT (-81.8981166 26.4116653)",679,5799216674,26.4116653,-81.8981166,3,,
"POINT (-81.8977558 26.4119961)",680,5799216681,26.4119961,-81.8977558,2,,
"POINT (-81.8978058 26.4119075)",681,5799216694,26.4119075,-81.8978058,2,,
"POINT (-81.8973823 26.411853)",682,5799216695,26.411853,-81.8973823,1,,
"POINT (-81.8978627 26.4118552)",683,5799216696,26.4118552,-81.8978627,3,,
"POINT (-81.8975968 26.4124484)",684,5799216697,26.4124484,-81.8975968,1,,
"POINT (-81.9000612 26.4131354)",685,5801434578,26.4131354,-81.9000612,3,,
"POINT (-81.899089 26.4148813)",686,5801434579,26.4148813,-81.899089,1,,
"POINT (-81.8997606 26.4132229)",687,5801434580,26.4132229,-81.8997606,3,,
"POINT (-81.9004159 26.4147496)",688,5801434582,26.4147496,-81.9004159,3,,
"POINT (-81.8997618 26.41339)",689,5801434583,26.41339,-81.8997618,3,,
"POINT (-81.9002322 26.414754)",690,5801434589,26.414754,-81.9002322,3,,
"POINT (-81.8997694 26.41386)",691,5801434593,26.41386,-81.8997694,3,,
"POINT (-81.9002414 26.4142652)",692,5801434594,26.4142652,-81.9002414,4,,
"POINT (-81.9000703 26.4143184)",693,5801434595,26.4143184,-81.9000703,4,,
"POINT (-81.8998971 26.4143722)",694,5801434596,26.4143722,-81.8998971,3,,
"POINT (-81.8997777 26.4143762)",695,5801434597,26.4143762,-81.8997777,3,,
"POINT (-81.9000318 26.4147588)",696,5801434598,26.4147588,-81.9000318,3,,
"POINT (-81.8994093 26.4133252)",697,5801434599,26.4133252,-81.8994093,3,,
"POINT (-81.8992608 26.4131027)",698,5801434604,26.4131027,-81.8992608,3,,
"POINT (-81.8989902 26.412357)",699,5801434605,26.412357,-81.8989902,1,,
"POINT (-81.8992199 26.4130414)",700,5801434609,26.4130414,-81.8992199,3,,
"POINT (-81.8996673 26.4130009)",701,5801434610,26.4130009,-81.8996673,1,,
"POINT (-81.8992704 26.4131172)",702,5801434611,26.4131172,-81.8992704,3,,
"POINT (-81.89427 26.4153188)",703,5801434616,26.4153188,-81.89427,3,,
"POINT (-81.8942743 26.415157)",704,5801434621,26.415157,-81.8942743,3,,
"POINT (-81.8988635 26.4143805)",705,5801434627,26.4143805,-81.8988635,1,,
"POINT (-81.8987964 26.4131534)",706,5801434630,26.4131534,-81.8987964,3,,
"POINT (-81.8979339 26.4129746)",707,5801434648,26.4129746,-81.8979339,1,,
"POINT (-81.8981352 26.4131284)",708,5801434650,26.4131284,-81.8981352,3,,
"POINT (-81.8988125 26.4146797)",709,5801434651,26.4146797,-81.8988125,1,,
"POINT (-81.8993346 26.4146772)",710,5801434652,26.4146772,-81.8993346,3,,
"POINT (-81.8993358 26.4148797)",711,5801435553,26.4148797,-81.8993358,3,,
"POINT (-81.8993408 26.4152616)",712,5801435554,26.4152616,-81.8993408,3,,
"POINT (-81.8990866 26.4150404)",713,5801435555,26.4150404,-81.8990866,1,,
"POINT (-81.8993379 26.4150386)",714,5801435556,26.4150386,-81.8993379,3,,
"POINT (-81.900065 26.4152463)",715,5802006318,26.4152463,-81.900065,3,,
"POINT (-81.9010511 26.4157921)",716,5802006324,26.4157921,-81.9010511,3,,
"POINT (-81.9000656 26.4154398)",717,5802006325,26.4154398,-81.9000656,3,,
"POINT (-81.9006881 26.4157983)",718,5802006328,26.4157983,-81.9006881,3,,
"POINT (-81.9008209 26.4170717)",719,5802006383,26.4170717,-81.9008209,3,,
"POINT (-81.8994364 26.4161609)",720,5802006387,26.4161609,-81.8994364,1,,
"POINT (-81.9004504 26.4159941)",721,5802006388,26.4159941,-81.9004504,3,,
"POINT (-81.9006401 26.4165424)",722,5802006390,26.4165424,-81.9006401,4,,
"POINT (-81.9009783 26.4164417)",723,5802006391,26.4164417,-81.9009783,4,,
"POINT (-81.9004464 26.4165785)",724,5802006394,26.4165785,-81.9004464,3,,
"POINT (-81.9005849 26.4164071)",725,5802006395,26.4164071,-81.9005849,3,,
"POINT (-81.900334 26.4165798)",726,5802006396,26.4165798,-81.900334,3,,
"POINT (-81.90001 26.4159963)",727,5802006400,26.4159963,-81.90001,3,,
"POINT (-81.9000398 26.4162464)",728,5802006401,26.4162464,-81.9000398,3,,
"POINT (-81.8995157 26.4162276)",729,5802006405,26.4162276,-81.8995157,1,,
"POINT (-81.9000646 26.4161734)",730,5802006406,26.4161734,-81.9000646,1,,
"POINT (-81.9001848 26.4159954)",731,5802006408,26.4159954,-81.9001848,3,,
"POINT (-81.9017535 26.4176787)",732,5802444795,26.4176787,-81.9017535,3,,
"POINT (-81.9009726 26.4178911)",733,5802444799,26.4178911,-81.9009726,1,,
"POINT (-81.9014592 26.4179133)",734,5802444816,26.4179133,-81.9014592,1,,
"POINT (-81.9018222 26.4178636)",735,5802444818,26.4178636,-81.9018222,3,,
"POINT (-81.9020749 26.4185433)",736,5802444823,26.4185433,-81.9020749,3,,
"POINT (-81.9017131 26.4184218)",737,5802444830,26.4184218,-81.9017131,3,,
"POINT (-81.9007677 26.418032)",738,5802444835,26.418032,-81.9007677,3,,
"POINT (-81.9010294 26.4184358)",739,5802444837,26.4184358,-81.9010294,3,,
"POINT (-81.900525 26.4178961)",740,5802444838,26.4178961,-81.900525,1,,
"POINT (-81.9005186 26.4175434)",741,5802444839,26.4175434,-81.9005186,3,,
"POINT (-81.9004805 26.4171953)",742,5802444841,26.4171953,-81.9004805,3,,
"POINT (-81.9005207 26.4176565)",743,5802444842,26.4176565,-81.9005207,3,,
"POINT (-81.899599 26.4176501)",744,5802444844,26.4176501,-81.899599,1,,
"POINT (-81.9004811 26.4174303)",745,5802444845,26.4174303,-81.9004811,3,,
"POINT (-81.899406 26.4172076)",746,5802444847,26.4172076,-81.899406,3,,
"POINT (-81.9016999 26.4181691)",747,5802444860,26.4181691,-81.9016999,1,,
"POINT (-81.901091 26.4172055)",748,5802444925,26.4172055,-81.901091,4,,
"POINT (-81.9014299 26.4173649)",749,5802444926,26.4173649,-81.9014299,1,,
"POINT (-81.9007791 26.4174147)",750,5802444931,26.4174147,-81.9007791,1,,
"POINT (-81.9007744 26.4171998)",751,5802444932,26.4171998,-81.9007744,3,,
"POINT (-81.9015628 26.4171689)",752,5802444936,26.4171689,-81.9015628,3,,
"POINT (-81.9014123 26.4188581)",753,5802469957,26.4188581,-81.9014123,1,,
"POINT (-81.9023261 26.4197151)",754,5802469962,26.4197151,-81.9023261,1,,
"POINT (-81.9020099 26.4190516)",755,5802469963,26.4190516,-81.9020099,4,,
"POINT (-81.90224 26.4189742)",756,5802469964,26.4189742,-81.90224,3,,
"POINT (-81.9017601 26.4191269)",757,5802469965,26.4191269,-81.9017601,3,,
"POINT (-81.9013696 26.4189866)",758,5802469970,26.4189866,-81.9013696,1,,
"POINT (-81.9019399 26.4197211)",759,5802469973,26.4197211,-81.9019399,3,,
"POINT (-81.9022687 26.4195947)",760,5802469974,26.4195947,-81.9022687,3,,
"POINT (-81.9019319 26.4201934)",761,5802469980,26.4201934,-81.9019319,4,,
"POINT (-81.9022754 26.4198424)",762,5802469982,26.4198424,-81.9022754,1,,
"POINT (-81.9018748 26.4201295)",763,5802469983,26.4201295,-81.9018748,3,,
"POINT (-81.901985 26.4202499)",764,5802470186,26.4202499,-81.901985,3,,
"POINT (-81.9072521 26.4254344)",765,5804156700,26.4254344,-81.9072521,3,,
"POINT (-81.9072292 26.426144)",766,5804156701,26.426144,-81.9072292,3,,
"POINT (-81.9067031 26.4254368)",767,5804156703,26.4254368,-81.9067031,3,,
"POINT (-81.906196 26.4264083)",768,5804156704,26.4264083,-81.906196,1,,
"POINT (-81.9071969 26.4263342)",769,5804156705,26.4263342,-81.9071969,3,,
"POINT (-81.9067137 26.4263596)",770,5804156706,26.4263596,-81.9067137,3,,
"POINT (-81.9067123 26.4262384)",771,5804156709,26.4262384,-81.9067123,3,,
"POINT (-81.9071771 26.4261848)",772,5804156710,26.4261848,-81.9071771,3,,
"POINT (-81.9077881 26.4260993)",773,5804156711,26.4260993,-81.9077881,3,,
"POINT (-81.9077093 26.4262621)",774,5804156712,26.4262621,-81.9077093,3,,
"POINT (-81.9077938 26.4263875)",775,5804156713,26.4263875,-81.9077938,3,,
"POINT (-81.908293 26.4265146)",776,5804156714,26.4265146,-81.908293,1,,
"POINT (-81.9069614 26.42725)",777,5804156725,26.42725,-81.9069614,1,,
"POINT (-81.9072367 26.4266556)",778,5804156728,26.4266556,-81.9072367,3,,
"POINT (-81.9079014 26.4265237)",779,5804156729,26.4265237,-81.9079014,3,,
"POINT (-81.9072118 26.4264518)",780,5804156730,26.4264518,-81.9072118,3,,
"POINT (-81.9071935 26.4263086)",781,5804156731,26.4263086,-81.9071935,3,,
"POINT (-81.9078123 26.4267785)",782,5804156732,26.4267785,-81.9078123,1,,
"POINT (-81.9077997 26.4265312)",783,5804156733,26.4265312,-81.9077997,3,,
"POINT (-81.9083825 26.4262764)",784,5804156759,26.4262764,-81.9083825,1,,
"POINT (-81.9089095 26.4261332)",785,5804464458,26.4261332,-81.9089095,3,,
"POINT (-81.9088182 26.4263254)",786,5804464462,26.4263254,-81.9088182,1,,
"POINT (-81.9087549 26.4265434)",787,5804464473,26.4265434,-81.9087549,1,,
"POINT (-81.9090615 26.4262809)",788,5804464474,26.4262809,-81.9090615,3,,
"POINT (-81.9094847 26.4269359)",789,5804664324,26.4269359,-81.9094847,1,,
"POINT (-81.9096196 26.4268204)",790,5804664325,26.4268204,-81.9096196,3,,
"POINT (-81.9096577 26.4271907)",791,5804664342,26.4271907,-81.9096577,1,,
"POINT (-81.9098245 26.4270165)",792,5804664345,26.4270165,-81.9098245,3,,
"POINT (-81.9098727 26.4272944)",793,5804668956,26.4272944,-81.9098727,1,,
"POINT (-81.9100031 26.4271871)",794,5804668957,26.4271871,-81.9100031,3,,
"POINT (-81.9103145 26.4278457)",795,5804668998,26.4278457,-81.9103145,1,,
"POINT (-81.9105093 26.4276714)",796,5804668999,26.4276714,-81.9105093,3,,
"POINT (-81.9119233 26.4290226)",797,5806958410,26.4290226,-81.9119233,3,,
"POINT (-81.9117165 26.4291873)",798,5806958411,26.4291873,-81.9117165,1,,
"POINT (-81.9117828 26.4292612)",799,5806958412,26.4292612,-81.9117828,1,,
"POINT (-81.9119921 26.4290909)",800,5806958413,26.4290909,-81.9119921,3,,
"POINT (-81.9118413 26.4292136)",801,5806958414,26.4292136,-81.9118413,3,,
"POINT (-81.9117715 26.4291435)",802,5806958415,26.4291435,-81.9117715,3,,
"POINT (-81.9115215 26.4293076)",803,5806958420,26.4293076,-81.9115215,1,,
"POINT (-81.9117378 26.4294799)",804,5806958421,26.4294799,-81.9117378,3,,
"POINT (-81.9124732 26.4302777)",805,5806958452,26.4302777,-81.9124732,1,,
"POINT (-81.9120895 26.4302873)",806,5806958453,26.4302873,-81.9120895,3,,
"POINT (-81.9134268 26.4311002)",807,5807085162,26.4311002,-81.9134268,1,,
"POINT (-81.9137356 26.4308149)",808,5807085163,26.4308149,-81.9137356,3,,
"POINT (-81.9134435 26.4308537)",809,5807085164,26.4308537,-81.9134435,1,,
"POINT (-81.913603 26.4307019)",810,5807085165,26.4307019,-81.913603,3,,
"POINT (-81.9136391 26.430904)",811,5807085166,26.430904,-81.9136391,3,,
"POINT (-81.9135119 26.4307886)",812,5807085167,26.4307886,-81.9135119,3,,
"POINT (-81.9138975 26.430953)",813,5807085205,26.430953,-81.9138975,3,,
"POINT (-81.913784 26.4308562)",814,5807085213,26.4308562,-81.913784,3,,
"POINT (-81.9160257 26.4329686)",815,5807601448,26.4329686,-81.9160257,1,,
"POINT (-81.9161342 26.4328596)",816,5807601449,26.4328596,-81.9161342,3,,
"POINT (-81.9159584 26.4331561)",817,5807601450,26.4331561,-81.9159584,3,,
"POINT (-81.9159669 26.4330495)",818,5807601451,26.4330495,-81.9159669,1,,
"POINT (-81.9158712 26.4331577)",819,5807601452,26.4331577,-81.9158712,3,,
"POINT (-81.9158959 26.4330488)",820,5807601453,26.4330488,-81.9158959,1,,
"POINT (-81.9166659 26.4328036)",821,5807601559,26.4328036,-81.9166659,3,,
"POINT (-81.916625 26.4327699)",822,5807601561,26.4327699,-81.916625,3,,
"POINT (-81.9165327 26.4328975)",823,5807601567,26.4328975,-81.9165327,3,,
"POINT (-81.9163766 26.4330536)",824,5807601568,26.4330536,-81.9163766,3,,
"POINT (-81.9165853 26.4330322)",825,5807601569,26.4330322,-81.9165853,1,,
"POINT (-81.9164847 26.4329455)",826,5807601570,26.4329455,-81.9164847,3,,
"POINT (-81.9170432 26.4329948)",827,5807601571,26.4329948,-81.9170432,1,,
"POINT (-81.9162228 26.4328055)",828,5807601577,26.4328055,-81.9162228,1,,
"POINT (-81.9162898 26.4331456)",829,5808109809,26.4331456,-81.9162898,3,,
"POINT (-81.9165332 26.4331744)",830,5808109819,26.4331744,-81.9165332,3,,
"POINT (-81.9164653 26.4334273)",831,5808110167,26.4334273,-81.9164653,1,,
"POINT (-81.9166306 26.4332477)",832,5808110168,26.4332477,-81.9166306,3,,
"POINT (-81.9167951 26.4333714)",833,5808110169,26.4333714,-81.9167951,3,,
"POINT (-81.9169096 26.4334568)",834,5808110180,26.4334568,-81.9169096,3,,
"POINT (-81.9167052 26.4336509)",835,5808110181,26.4336509,-81.9167052,1,,
"POINT (-81.9167637 26.4335742)",836,5808110182,26.4335742,-81.9167637,3,,
"POINT (-81.9169193 26.4336491)",837,5808110212,26.4336491,-81.9169193,3,,
"POINT (-81.9170202 26.4335382)",838,5808110213,26.4335382,-81.9170202,3,,
"POINT (-81.9190797 26.4350612)",839,5808110365,26.4350612,-81.9190797,3,,
"POINT (-81.9191911 26.4351439)",840,5808110408,26.4351439,-81.9191911,3,,
"POINT (-81.9192923 26.4352191)",841,5808110414,26.4352191,-81.9192923,3,,
"POINT (-81.9197914 26.4355878)",842,5812474104,26.4355878,-81.9197914,3,,
"POINT (-81.9188209 26.4348692)",843,5812474292,26.4348692,-81.9188209,3,,
"POINT (-81.9223611 26.4374433)",844,5814968579,26.4374433,-81.9223611,3,,
"POINT (-81.9229471 26.4378603)",845,5814968629,26.4378603,-81.9229471,3,,
"POINT (-81.9231667 26.438018)",846,5814969781,26.438018,-81.9231667,3,,
"POINT (-81.8895717 26.4047749)",847,5820587793,26.4047749,-81.8895717,1,,
"POINT (-81.8894435 26.4047763)",848,5820587794,26.4047763,-81.8894435,3,,
"POINT (-81.8904632 26.4047078)",849,5820587824,26.4047078,-81.8904632,1,,
"POINT (-81.8906391 26.4047217)",850,5820587825,26.4047217,-81.8906391,3,,
"POINT (-81.890796 26.4047261)",851,5820587830,26.4047261,-81.890796,1,,
"POINT (-81.8906414 26.4047046)",852,5820587831,26.4047046,-81.8906414,3,,
"POINT (-81.9185153 26.4351427)",853,5820587880,26.4351427,-81.9185153,3,,
"POINT (-81.9056551 26.4274199)",854,6304043722,26.4274199,-81.9056551,3,,
"POINT (-81.9067241 26.42814)",855,6304043724,26.42814,-81.9067241,3,,
"POINT (-81.9060159 26.4275527)",856,6304043726,26.4275527,-81.9060159,3,,
"POINT (-81.9072408 26.4287049)",857,6304043727,26.4287049,-81.9072408,3,,
"POINT (-81.9077401 26.4291806)",858,6304043731,26.4291806,-81.9077401,3,,
"POINT (-81.90467 26.4272836)",859,6304043748,26.4272836,-81.90467,1,,
"POINT (-81.895079 26.4079327)",860,6947764573,26.4079327,-81.895079,3,,
"POINT (-81.89595 26.4082231)",861,6947764576,26.4082231,-81.89595,1,,
"POINT (-81.895567 26.4118083)",862,7011017093,26.4118083,-81.895567,3,,
"POINT (-81.8953185 26.4117987)",863,7011017097,26.4117987,-81.8953185,3,,
"POINT (-81.8960081 26.413811)",864,7011017109,26.413811,-81.8960081,3,,
"POINT (-81.8963525 26.4138087)",865,7011017110,26.4138087,-81.8963525,3,,
"POINT (-81.8950713 26.4117923)",866,7011017112,26.4117923,-81.8950713,3,,
"POINT (-81.8934258 26.4127923)",867,7011017122,26.4127923,-81.8934258,3,,
"POINT (-81.8931951 26.4123273)",868,7011017133,26.4123273,-81.8931951,3,,
"POINT (-81.8933461 26.4126317)",869,7011017134,26.4126317,-81.8933461,3,,
"POINT (-81.8931514 26.4127116)",870,7011017135,26.4127116,-81.8931514,1,,
"POINT (-81.8932676 26.4124735)",871,7011017136,26.4124735,-81.8932676,3,,
"POINT (-81.8929908 26.4125931)",872,7011017137,26.4125931,-81.8929908,1,,
"POINT (-81.8942671 26.4147149)",873,7011017138,26.4147149,-81.8942671,1,,
"POINT (-81.8938426 26.4151078)",874,7011017139,26.4151078,-81.8938426,3,,
"POINT (-81.8940571 26.4151629)",875,7011017142,26.4151629,-81.8940571,4,,
"POINT (-81.8940611 26.4156517)",876,7011017145,26.4156517,-81.8940611,3,,
"POINT (-81.887158 26.4084762)",877,7013232985,26.4084762,-81.887158,3,,
"POINT (-81.9118699 26.4342869)",878,7013881500,26.4342869,-81.9118699,3,,
"POINT (-81.9112042 26.4339395)",879,7013881502,26.4339395,-81.9112042,1,,
"POINT (-81.9035041 26.4242302)",880,7016372995,26.4242302,-81.9035041,3,,
"POINT (-81.9038097 26.4246179)",881,7016372997,26.4246179,-81.9038097,1,,
"POINT (-81.9162723 26.4371914)",882,7016461448,26.4371914,-81.9162723,1,,
"POINT (-81.8971435 26.4152856)",883,7062713920,26.4152856,-81.8971435,3,,
"POINT (-81.8971435 26.4151776)",884,7062713921,26.4151776,-81.8971435,3,,
"POINT (-81.8962863 26.4151401)",885,7062713923,26.4151401,-81.8962863,3,,
"POINT (-81.8962924 26.4152949)",886,7062713924,26.4152949,-81.8962924,3,,
"POINT (-81.8958743 26.4148414)",887,7062713927,26.4148414,-81.8958743,1,,
"POINT (-81.8974866 26.4148761)",888,7062713928,26.4148761,-81.8974866,1,,
"POINT (-81.8995394 26.4152587)",889,7081882020,26.4152587,-81.8995394,3,,
"POINT (-81.8995533 26.4155912)",890,7081882021,26.4155912,-81.8995533,1,,
"POINT (-81.8986962 26.4152686)",891,7094841898,26.4152686,-81.8986962,3,,
"POINT (-81.8981528 26.4151279)",892,7094841905,26.4151279,-81.8981528,3,,
"POINT (-81.8981525 26.4152738)",893,7094841908,26.4152738,-81.8981525,3,,
"POINT (-81.8981525 26.4152544)",894,7094841910,26.4152544,-81.8981525,2,,
"POINT (-81.8976093 26.4147026)",895,7094841912,26.4147026,-81.8976093,1,,
"POINT (-81.8986849 26.4151561)",896,7094841913,26.4151561,-81.8986849,3,,
"POINT (-81.8987678 26.4148302)",897,7094841915,26.4148302,-81.8987678,1,,
"POINT (-81.8900146 26.4101586)",898,7113549196,26.4101586,-81.8900146,3,,
"POINT (-81.8890076 26.4094997)",899,7113549208,26.4094997,-81.8890076,3,,
"POINT (-81.8888841 26.409497)",900,7113549209,26.409497,-81.8888841,3,,
"POINT (-81.8892245 26.409956)",901,7113549214,26.409956,-81.8892245,3,,
"POINT (-81.9008701 26.424603)",902,7148048346,26.424603,-81.9008701,1,,
"POINT (-81.8952883 26.4153096)",903,7148341496,26.4153096,-81.8952883,3,,
"POINT (-81.8952793 26.4151672)",904,7148341497,26.4151672,-81.8952793,3,,
"POINT (-81.8948983 26.415313)",905,7148341499,26.415313,-81.8948983,3,,
"POINT (-81.8937016 26.413482)",906,7155292544,26.413482,-81.8937016,3,,
"POINT (-81.9101218 26.4330948)",907,7189398659,26.4330948,-81.9101218,1,,
"POINT (-81.893644 26.4133285)",908,7203305056,26.4133285,-81.893644,3,,
"POINT (-81.8933133 26.4134842)",909,7203305057,26.4134842,-81.8933133,1,,
"POINT (-81.8935798 26.4131574)",910,7203305058,26.4131574,-81.8935798,3,,
"POINT (-81.8932228 26.4133382)",911,7203305059,26.4133382,-81.8932228,1,,
"POINT (-81.893501 26.4129635)",912,7203305060,26.4129635,-81.893501,3,,
"POINT (-81.8932088 26.4131113)",913,7203305061,26.4131113,-81.8932088,1,,
"POINT (-81.8888861 26.409521)",914,7208366770,26.409521,-81.8888861,3,,
"POINT (-81.888707 26.4095825)",915,7208366771,26.4095825,-81.888707,3,,
"POINT (-81.8888451 26.4092463)",916,7208366777,26.4092463,-81.8888451,3,,
"POINT (-81.8922522 26.4111514)",917,7226537671,26.4111514,-81.8922522,3,,
"POINT (-81.8919815 26.4109771)",918,7226537681,26.4109771,-81.8919815,3,,
"POINT (-81.8980291 26.4172235)",919,7229628345,26.4172235,-81.8980291,3,,
"POINT (-81.8991762 26.4172102)",920,7229628352,26.4172102,-81.8991762,3,,
"POINT (-81.9067639 26.4316283)",921,7556699107,26.4316283,-81.9067639,1,turning_loop,
"POINT (-81.8865893 26.4059121)",922,7556699142,26.4059121,-81.8865893,1,turning_loop,
"POINT (-81.9013716 26.4140078)",923,7556699155,26.4140078,-81.9013716,2,,
"POINT (-81.8969349 26.4175652)",924,7556699159,26.4175652,-81.8969349,1,turning_circle,
"POINT (-81.9078976 26.4299305)",925,7564891014,26.4299305,-81.9078976,1,,
"POINT (-81.8949312 26.4151688)",926,8270558832,26.4151688,-81.8949312,3,,
"POINT (-81.8945751 26.4149203)",927,8270558834,26.4149203,-81.8945751,1,,
"POINT (-81.8956938 26.4148874)",928,8270558838,26.4148874,-81.8956938,1,,
"POINT (-81.9008689 26.4152996)",929,8277500437,26.4152996,-81.9008689,3,,
"POINT (-81.9015077 26.4152209)",930,8277500439,26.4152209,-81.9015077,1,,
"POINT (-81.9086081 26.430982)",931,8570985714,26.430982,-81.9086081,1,,
"POINT (-81.8966954 26.4110291)",932,9258320815,26.4110291,-81.8966954,1,,
"POINT (-81.8974592 26.4108625)",933,9258342816,26.4108625,-81.8974592,3,,
"POINT (-81.8970471 26.4107087)",934,9258342819,26.4107087,-81.8970471,1,,
"POINT (-81.8836084 26.4046999)",935,9629857104,26.4046999,-81.8836084,3,,
"POINT (-81.8835881 26.4046106)",936,9629857105,26.4046106,-81.8835881,1,,
"POINT (-81.8970245 26.4134419)",937,10069586511,26.4134419,-81.8970245,3,,
"POINT (-81.8972448 26.4133755)",938,10069586512,26.4133755,-81.8972448,3,,
"POINT (-81.8971015 26.4130068)",939,10069586513,26.4130068,-81.8971015,3,,
"POINT (-81.896884 26.4130744)",940,10069586514,26.4130744,-81.896884,3,,
"POINT (-81.8968138 26.4128907)",941,10069586515,26.4128907,-81.8968138,3,,
"POINT (-81.8970308 26.4128247)",942,10069586516,26.4128247,-81.8970308,3,,
"POINT (-81.8966103 26.4123582)",943,10069586517,26.4123582,-81.8966103,3,,
"POINT (-81.8968236 26.4122914)",944,10069586518,26.4122914,-81.8968236,3,,
"POINT (-81.8967532 26.4121102)",945,10069586519,26.4121102,-81.8967532,3,,
"POINT (-81.8965421 26.4121798)",946,10069586520,26.4121798,-81.8965421,3,,
"POINT (-81.8964706 26.4119928)",947,10069586521,26.4119928,-81.8964706,3,,
"POINT (-81.896683 26.4119293)",948,10069586522,26.4119293,-81.896683,3,,
"POINT (-81.9035819 26.4204928)",949,10826905931,26.4204928,-81.9035819,2,,
"POINT (-81.9033558 26.4204213)",950,10826905932,26.4204213,-81.9033558,1,,
"POINT (-81.9032439 26.4202588)",951,10826905933,26.4202588,-81.9032439,1,,
"POINT (-81.959739 26.45594)",952,98027430,26.45594,-81.959739,4,,
"POINT (-81.9586471 26.4570741)",953,98027435,26.4570741,-81.9586471,4,,
"POINT (-81.949508 26.461042)",954,98029423,26.461042,-81.949508,4,,
"POINT (-81.941712 26.459724)",955,98029850,26.459724,-81.941712,3,,
"POINT (-81.941694 26.458085)",956,98029868,26.458085,-81.941694,4,,
"POINT (-81.9402942 26.4602397)",957,98037982,26.4602397,-81.9402942,3,,
"POINT (-81.940339 26.459605)",958,98037993,26.459605,-81.940339,3,,
"POINT (-81.940334 26.458102)",959,98037995,26.458102,-81.940334,4,,
"POINT (-81.9288898 26.4414045)",960,98041592,26.4414045,-81.9288898,3,,
"POINT (-81.927594 26.442294)",961,98041609,26.442294,-81.927594,3,,
"POINT (-81.9274058 26.4423281)",962,98041614,26.4423281,-81.9274058,3,,
"POINT (-81.9260618 26.4434237)",963,98041618,26.4434237,-81.9260618,3,,
"POINT (-81.948484 26.449852)",964,98048423,26.449852,-81.948484,1,,
"POINT (-81.948497 26.4507052)",965,98048425,26.4507052,-81.948497,4,,
"POINT (-81.948553 26.454381)",966,98048440,26.454381,-81.948553,1,,
"POINT (-81.926676 26.4401562)",967,98052548,26.4401562,-81.926676,3,,
"POINT (-81.9525569 26.4520107)",968,98055554,26.4520107,-81.9525569,3,,
"POINT (-81.952017 26.452311)",969,98055560,26.452311,-81.952017,3,,
"POINT (-81.951639 26.453206)",970,98055574,26.453206,-81.951639,3,,
"POINT (-81.951651 26.455277)",971,98055589,26.455277,-81.951651,3,,
"POINT (-81.9390591 26.4465554)",972,98059314,26.4465554,-81.9390591,3,,
"POINT (-81.938955 26.446783)",973,98059316,26.446783,-81.938955,3,,
"POINT (-81.938946 26.447308)",974,98059330,26.447308,-81.938946,4,,
"POINT (-81.937981 26.445972)",975,98059337,26.445972,-81.937981,1,,
"POINT (-81.9437075 26.448074)",976,98082846,26.448074,-81.9437075,1,,
"POINT (-81.9435458 26.4483827)",977,98082848,26.4483827,-81.9435458,4,,
"POINT (-81.9433724 26.448882)",978,98082850,26.448882,-81.9433724,4,,
"POINT (-81.9433715 26.4498836)",979,98082860,26.4498836,-81.9433715,3,,
"POINT (-81.943385 26.450528)",980,98082863,26.450528,-81.943385,1,,
"POINT (-81.9475269 26.4503549)",981,98086066,26.4503549,-81.9475269,3,,
"POINT (-81.947505 26.4495477)",982,98086072,26.4495477,-81.947505,1,,
"POINT (-81.946891 26.464432)",983,98087989,26.464432,-81.946891,1,,
"POINT (-81.9467846 26.4500913)",984,98103826,26.4500913,-81.9467846,3,,
"POINT (-81.9467855 26.450861)",985,98103830,26.450861,-81.9467855,3,,
