Ticket #,Client,Disaster,Contractor,TDMS Project,Load Date,Debris Class,Load Latitude,Load Longitude,Disposal Date,Disposal Site,CYD,Total CYD
330054-2357-54700,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/26/2023,C and D,26.4057848,-81.89445847,02/26/2023,Lovers Key DMS,20,
330054-236-27602,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/06/2023,C and D,26.44775124,-81.94020341,01/06/2023,Bay Oaks DMS,28,
330054-2367-37476,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/08/2023,C and D,26.4401993,-81.9268652,03/08/2023,Lovers Key DMS,52,
330202-2315-40794,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/15/2023,C and D,26.4400639,-81.9267435,01/15/2023,Bay Oaks DMS,24,
330202-2316-25125,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/16/2023,C and D,26.4223747,-81.9043798,01/16/2023,Lovers Key DMS,20,
330202-2316-31514,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/16/2023,C and D,26.4223232,-81.9043508,01/16/2023,Lovers Key DMS,20,
330202-2316-57883,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/16/2023,Vegetation,26.4410393,-81.9283026,01/16/2023,Bay Oaks DMS,48,
330202-2318-44686,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/18/2023,Vegetation,26.4062855,-81.8952964,01/18/2023,Bay Oaks DMS,48,
330202-2319-42914,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/19/2023,C and D,26.4292573,-81.9122016,01/19/2023,Bay Oaks DMS,20,
330202-2319-54903,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/19/2023,C and D,26.4219239,-81.9041223,01/19/2023,Bay Oaks DMS,24,
330202-2320-49523,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/20/2023,C and D,26.405662,-81.8941596,01/20/2023,Lovers Key DMS,24,
330202-2321-33907,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/21/2023,C and D,26.4054415,-81.8943067,01/21/2023,Lovers Key DMS,16,
330055-2333-41455,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/02/2023,C and D,26.43192339,-81.91509833,02/02/2023,Bay Oaks DMS,34,
330055-2337-34440,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/06/2023,C and D,26.442229,-81.9298914,02/06/2023,Bay Oaks DMS,23,
330055-2337-43020,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/06/2023,C and D,26.447975,-81.9408567,02/06/2023,Bay Oaks DMS,30,
330055-2339-31515,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/08/2023,C and D,26.4173283,-81.9013221,02/08/2023,Lovers Key DMS,34,
330055-2339-41700,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/08/2023,C and D,26.4169638,-81.9015725,02/08/2023,Lovers Key DMS,23,
330055-2354-32128,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/23/2023,C and D,26.43472888,-81.91846652,02/23/2023,Lovers Key DMS,23,
330054-2335-50566,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/04/2023,C and D,26.4478038,-81.9401187,02/04/2023,Bay Oaks DMS,72,
330054-2337-44239,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/06/2023,C and D,26.44753984,-81.93958308,02/06/2023,Bay Oaks DMS,48,
330054-2338-59699,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/07/2023,C and D,26.4370763,-81.9218703,02/07/2023,Lovers Key DMS,20,
330054-2340-39429,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/09/2023,C and D,26.4144286,-81.9004537,02/09/2023,Lovers Key DMS,36,
330054-2354-56113,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/23/2023,C and D,26.42880083,-81.91184437,02/23/2023,Lovers Key DMS,20,
330054-2310-46181,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/10/2023,C and D,26.430027,-81.91280959,01/10/2023,Lovers Key DMS,28,
330055-2355-36033,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/24/2023,C and D,26.4286953,-81.9116414,02/24/2023,Lovers Key DMS,49,
330055-236-37171,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/06/2023,C and D,26.44774,-81.940425,01/06/2023,Bay Oaks DMS,19,
330055-236-50648,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/06/2023,C and D,26.4476267,-81.9403367,01/06/2023,Bay Oaks DMS,19,
330055-2368-29633,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/09/2023,C and D,26.4215013,-81.9038034,03/09/2023,Lovers Key DMS,46,
330055-237-50404,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/07/2023,C and D,26.4326074,-81.9160089,01/07/2023,Lovers Key DMS,30,
330055-2372-61397,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/13/2023,C and D,26.42843947,-81.91112003,03/13/2023,Lovers Key DMS,46,
330055-238-48196,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/08/2023,C and D,26.4302378,-81.9129358,01/08/2023,Lovers Key DMS,19,
330055-239-45127,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/09/2023,C and D,26.432805,-81.9165317,01/09/2023,Lovers Key DMS,23,
330202-2321-38265,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/21/2023,C and D,26.4341822,-81.9177897,01/21/2023,Bay Oaks DMS,16,
330202-2321-40818,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/21/2023,C and D,26.4341674,-81.9177617,01/21/2023,Bay Oaks DMS,16,
330202-2322-56535,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/22/2023,C and D,26.41713,-81.9015934,01/22/2023,Bay Oaks DMS,60,
330202-2325-46372,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/25/2023,C and D,26.43183515,-81.91475606,01/25/2023,Bay Oaks DMS,64,
330202-233-28043,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/03/2023,C and D,26.4507778,-81.9491507,01/03/2023,Bay Oaks DMS,48,
330202-233-49805,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/03/2023,C and D,26.4508596,-81.9490862,01/03/2023,Bay Oaks DMS,24,
330202-2330-41372,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/30/2023,C and D,26.4289977,-81.9120156,01/30/2023,Lovers Key DMS,48,
330202-2331-59363,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/31/2023,C and D,26.4363638,-81.9208666,01/31/2023,Bay Oaks DMS,24,
330054-2368-39426,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/09/2023,C and D,26.4170728,-81.9016217,03/09/2023,Lovers Key DMS,36,
330054-2369-58524,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/10/2023,C and D,26.4051967,-81.894184,03/10/2023,Lovers Key DMS,60,
330054-238-51771,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/08/2023,C and D,26.42984688,-81.91249318,01/08/2023,Lovers Key DMS,24,
330054-239-53727,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/09/2023,C and D,26.4302685,-81.9129411,01/09/2023,Lovers Key DMS,32,
330055-2310-54303,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/10/2023,C and D,26.4296449,-81.9126394,01/10/2023,Lovers Key DMS,30,
330055-2311-25439,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/11/2023,C and D,26.4507712,-81.9489333,01/11/2023,Bay Oaks DMS,23,
330013-2360-34125,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/01/2023,C and D,26.4584442,-81.9409222,03/01/2023,AandW Bulb Rd DMS,61,
330054-2313-26848,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/13/2023,C and D,26.44455396,-81.93457492,01/13/2023,Bay Oaks DMS,28,
330054-2313-32433,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/13/2023,C and D,26.44275055,-81.93149949,01/13/2023,Bay Oaks DMS,24,
330054-2313-47613,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/13/2023,C and D,26.43553757,-81.9196687,01/13/2023,Lovers Key DMS,24,
330054-2319-38090,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/19/2023,C and D,26.42928615,-81.91216943,01/19/2023,Lovers Key DMS,20,
330054-2333-46821,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/02/2023,C and D,26.43182699,-81.91503039,02/02/2023,Bay Oaks DMS,36,
330054-2335-34291,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/04/2023,C and D,26.4477676,-81.9400904,02/04/2023,Bay Oaks DMS,56,
330207-2376-39082,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/17/2023,C and D,26.45982002,-81.94649916,03/17/2023,AandW Bulb Rd DMS,57,
330207-2376-58714,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/17/2023,C and D,26.46180482,-81.95378421,03/17/2023,AandW Bulb Rd DMS,52,
330202-2311-46110,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/11/2023,C and D,26.4507336,-81.948766,01/11/2023,Bay Oaks DMS,16,
330202-2312-25005,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/12/2023,C and D,26.4508473,-81.9488668,01/12/2023,Bay Oaks DMS,8,
330202-2312-36129,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/12/2023,C and D,26.4507978,-81.9488128,01/12/2023,Bay Oaks DMS,16,
330202-2313-25117,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/13/2023,C and D,26.450736,-81.9487709,01/13/2023,Bay Oaks DMS,16,
330202-2315-49660,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/15/2023,C and D,26.4440104,-81.9335556,01/15/2023,Bay Oaks DMS,32,
330055-2311-27927,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/11/2023,C and D,26.4505162,-81.9484963,01/11/2023,Bay Oaks DMS,23,
330055-2313-53172,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/13/2023,C and D,26.4349478,-81.9192102,01/13/2023,Lovers Key DMS,15,
330055-2314-31733,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/14/2023,C and D,26.4353162,-81.9194343,01/14/2023,Lovers Key DMS,23,
330055-2314-38595,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/14/2023,C and D,26.43518446,-81.91898573,01/14/2023,Lovers Key DMS,15,
330055-2319-26591,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/19/2023,Vegetation,26.41590018,-81.9010241,01/19/2023,Bay Oaks DMS,27,
330055-2319-28521,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/19/2023,Vegetation,26.41596145,-81.90103393,01/19/2023,Bay Oaks DMS,27,
330207-239-29455,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/09/2023,C and D,26.46403664,-81.94767652,01/09/2023,Wakehatchee Park DMS,57,
330207-239-39441,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/09/2023,C and D,26.45958435,-81.94617792,01/09/2023,Wakehatchee Park DMS,61,
330207-239-55451,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/09/2023,C and D,26.45813933,-81.94408465,01/09/2023,Wakehatchee Park DMS,52,
330210-2311-53898,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/11/2023,C and D,26.46082902,-81.94856012,01/11/2023,Wakehatchee Park DMS,57,
330210-2311-58016,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/11/2023,C and D,26.4588567,-81.94614176,01/11/2023,Wakehatchee Park DMS,53,
330210-2312-35328,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/12/2023,C and D,26.46029941,-81.94766654,01/12/2023,Wakehatchee Park DMS,53,
330054-2355-50809,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/24/2023,Vegetation,26.41998138,-81.90286738,02/24/2023,Lovers Key DMS,44,
330054-236-36587,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/06/2023,C and D,26.44773364,-81.94004336,01/06/2023,Bay Oaks DMS,32,
330054-236-54894,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/06/2023,C and D,26.44775102,-81.94009835,01/06/2023,Bay Oaks DMS,28,
330054-2367-50511,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/08/2023,C and D,26.4223778,-81.9043642,03/08/2023,Lovers Key DMS,28,
330054-237-46063,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/07/2023,C and D,26.43275778,-81.91602149,01/07/2023,Lovers Key DMS,32,
330054-2370-33071,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/11/2023,C and D,26.4121251,-81.8996766,03/11/2023,Lovers Key DMS,28,
330054-2372-39868,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/13/2023,C and D,26.41210958,-81.89960206,03/13/2023,Lovers Key DMS,32,
330202-2333-29218,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/02/2023,C and D,26.4476919,-81.940136,02/02/2023,Bay Oaks DMS,60,
330202-2338-40514,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/07/2023,C and D,26.4320539,-81.915155,02/07/2023,Bay Oaks DMS,52,
330202-234-27298,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/04/2023,C and D,26.4305332,-81.9133459,01/04/2023,Bay Oaks DMS,36,
330202-2344-31292,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/13/2023,C and D,26.4253481,-81.9072981,02/13/2023,Lovers Key DMS,24,
330202-2344-37414,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/13/2023,C and D,26.43638,-81.9209284,02/13/2023,Lovers Key DMS,24,
330202-2345-26574,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/14/2023,C and D,26.4253966,-81.907453,02/14/2023,Lovers Key DMS,20,
330202-2347-32963,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/16/2023,C and D,26.4340486,-81.9177745,02/16/2023,Lovers Key DMS,52,
330202-2347-50777,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/16/2023,C and D,26.4213999,-81.9037323,02/16/2023,Lovers Key DMS,16,
330055-2333-38213,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/02/2023,C and D,26.43191013,-81.91524239,02/02/2023,Bay Oaks DMS,42,
330055-2336-54292,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/05/2023,C and D,26.4373203,-81.9218497,02/05/2023,Lovers Key DMS,34,
330055-2338-44740,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/07/2023,C and D,26.4372527,-81.9221683,02/07/2023,Lovers Key DMS,23,
330055-2355-50865,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/24/2023,Vegetation,26.4201312,-81.9027978,02/24/2023,Lovers Key DMS,42,
330055-236-30522,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/06/2023,C and D,26.4477816,-81.9403366,01/06/2023,Bay Oaks DMS,19,
330013-2362-32159,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/03/2023,C and D,26.4588982,-81.9403803,03/03/2023,AandW Bulb Rd DMS,52,
330051-2311-28120,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/11/2023,C and D,26.4508188,-81.9487683,01/11/2023,Bay Oaks DMS,24,
330051-2311-31975,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/11/2023,C and D,26.450773,-81.9487333,01/11/2023,Bay Oaks DMS,24,
330051-2311-45641,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/11/2023,C and D,26.4507862,-81.9488317,01/11/2023,Bay Oaks DMS,16,
330054-2311-51807,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/11/2023,C and D,26.45089665,-81.94875955,01/11/2023,Bay Oaks DMS,32,
330202-236-44450,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/06/2023,C and D,26.4304247,-81.9132704,01/06/2023,Lovers Key DMS,16,
330202-237-35164,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/07/2023,C and D,26.4311485,-81.9141121,01/07/2023,Lovers Key DMS,36,
330202-238-32195,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/08/2023,C and D,26.4302209,-81.9131404,01/08/2023,Lovers Key DMS,12,
330202-238-47580,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/08/2023,C and D,26.4300884,-81.9128957,01/08/2023,Lovers Key DMS,28,
330202-239-26532,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/09/2023,C and D,26.4304338,-81.9132221,01/09/2023,Lovers Key DMS,28,
330055-2367-36129,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/08/2023,C and D,26.4403412,-81.9271152,03/08/2023,Lovers Key DMS,53,
330055-2367-43250,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/08/2023,C and D,26.4355146,-81.9197981,03/08/2023,Lovers Key DMS,57,
330055-237-53534,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/07/2023,C and D,26.4327461,-81.9160236,01/07/2023,Lovers Key DMS,27,
330055-2376-31452,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/17/2023,C and D,26.4336583,-81.9172012,03/17/2023,Lovers Key DMS,30,
330055-2376-45404,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/17/2023,C and D,26.433676,-81.916845,03/17/2023,Lovers Key DMS,30,
330202-2316-52741,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/16/2023,C and D,26.4347253,-81.9184966,01/16/2023,Bay Oaks DMS,24,
330202-2317-32786,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/17/2023,C and D,26.4344269,-81.918305,01/17/2023,Bay Oaks DMS,24,
330202-2317-38323,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/17/2023,C and D,26.4342764,-81.9181499,01/17/2023,Bay Oaks DMS,24,
330202-2317-55712,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/17/2023,C and D,26.4292471,-81.9121489,01/17/2023,Bay Oaks DMS,24,
330202-2318-48934,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/18/2023,Vegetation,26.405646,-81.8941597,01/18/2023,Bay Oaks DMS,64,
330202-2319-48417,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/19/2023,C and D,26.4263536,-81.9092007,01/19/2023,Bay Oaks DMS,28,
330202-2320-42342,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/20/2023,C and D,26.4116948,-81.8995776,01/20/2023,Lovers Key DMS,24,
330202-2320-53089,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/20/2023,C and D,26.405583,-81.8941674,01/20/2023,Lovers Key DMS,24,
330202-2321-57712,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/21/2023,C and D,26.4379096,-81.9229139,01/21/2023,Bay Oaks DMS,44,
330054-2372-56484,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/13/2023,C and D,26.42227634,-81.90416892,03/13/2023,Lovers Key DMS,52,
330054-2376-40754,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/17/2023,C and D,26.4335801,-81.916891,03/17/2023,Lovers Key DMS,48,
330054-238-55982,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/08/2023,C and D,26.42986202,-81.91262428,01/08/2023,Lovers Key DMS,24,
330055-2310-32862,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/10/2023,C and D,26.4308417,-81.913235,01/10/2023,Lovers Key DMS,15,
330055-2310-42895,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/10/2023,C and D,26.4302483,-81.91299,01/10/2023,Lovers Key DMS,15,
330055-2311-48798,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/11/2023,C and D,26.4509519,-81.9487784,01/11/2023,Bay Oaks DMS,30,
330202-239-53609,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/09/2023,C and D,26.4303172,-81.9131905,01/09/2023,Lovers Key DMS,12,
330203-2312-51394,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/12/2023,C and D,26.4508528,-81.9489453,01/12/2023,Bay Oaks DMS,24,
330203-2313-42648,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/13/2023,C and D,26.4416245,-81.9291896,01/13/2023,Lovers Key DMS,16,
330203-2313-55876,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/13/2023,C and D,26.4411539,-81.9284602,01/13/2023,Lovers Key DMS,20,
330203-2314-35994,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/14/2023,C and D,26.4508128,-81.9489927,01/14/2023,Bay Oaks DMS,24,
330203-2315-40825,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/15/2023,C and D,26.4401353,-81.9268106,01/15/2023,Bay Oaks DMS,24,
330203-2315-53768,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/15/2023,C and D,26.4401268,-81.9265745,01/15/2023,Bay Oaks DMS,28,
330203-2319-34718,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/19/2023,C and D,26.4296092,-81.9124307,01/19/2023,Bay Oaks DMS,24,
330010-2362-33328,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,03/03/2023,C and D,26.4589913,-81.9403802,03/03/2023,AandW Bulb Rd DMS,52,
330054-2312-24986,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/12/2023,C and D,26.44386786,-81.93341303,01/12/2023,Lovers Key DMS,20,
330054-2312-58260,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/12/2023,C and D,26.44283955,-81.93153146,01/12/2023,Bay Oaks DMS,24,
330054-2314-55727,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/14/2023,C and D,26.42238097,-81.90441556,01/14/2023,Lovers Key DMS,20,
330054-2319-28832,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/19/2023,Vegetation,26.41607237,-81.90097541,01/19/2023,Bay Oaks DMS,28,
330054-2319-56406,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/19/2023,C and D,26.42208509,-81.90435103,01/19/2023,Lovers Key DMS,24,
330210-2317-60533,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/17/2023,C and D,26.4594478,-81.94263497,01/17/2023,Wakehatchee Park DMS,49,
330210-2319-52708,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/19/2023,C and D,26.46588353,-81.954951,01/19/2023,Wakehatchee Park DMS,53,
330210-2320-39423,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/20/2023,C and D,26.46423158,-81.94779022,01/20/2023,Wakehatchee Park DMS,57,
330210-2323-29485,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/23/2023,C and D,26.46559808,-81.95545167,01/23/2023,Wakehatchee Park DMS,41,
330210-233-26035,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/03/2023,C and D,26.4601586,-81.94767668,01/03/2023,AandW Bulb Rd DMS,57,
330210-233-43176,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/03/2023,C and D,26.45795898,-81.93907348,01/03/2023,AandW Bulb Rd DMS,53,
330054-2320-41463,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/20/2023,C and D,26.41138343,-81.89950717,01/20/2023,Lovers Key DMS,20,
330054-2321-26642,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,01/21/2023,C and D,26.42184667,-81.90414946,01/21/2023,Bay Oaks DMS,28,
330054-2333-59577,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/02/2023,C and D,26.44175119,-81.92938462,02/02/2023,Bay Oaks DMS,28,
330054-2335-39397,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/04/2023,C and D,26.447797,-81.9400574,02/04/2023,Bay Oaks DMS,60,
330054-2339-28675,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,02/08/2023,C and D,26.4186722,-81.9022329,02/08/2023,Lovers Key DMS,52,
