Ticket #,Client,Disaster,Contractor,TDMS Project,Load Date,Debris Class,Load Latitude,Load Longitude,Disposal Date,Disposal Site,CYD,Total CYD
749098-22355-27869,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/21/2022,Concrete,26.5482503,-82.1978177,12/21/2022,Wulfert Rd DMS,31,
749099-22339-33220,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/5/2022,C and D,26.4861071,-81.8060154,12/5/2022,Domestic Rd DMS,51,
749099-22341-30458,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/7/2022,Vegetation,26.4794313,-81.8463762,12/7/2022,Lee Health Bonita Springs DMS,54,
749099-22341-54782,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/7/2022,Vegetation,26.4787606,-81.8406369,12/7/2022,Lee Health Bonita Springs DMS,54,
749237-22345-36661,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/11/2022,C and D,26.4965398,-82.0817828,12/11/2022,Pine Island DMS,65,
749237-22345-56222,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/11/2022,Vegetation,26.4961172,-82.0816506,12/11/2022,Pine Island DMS,77,
749237-22349-51096,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/15/2022,Vegetation,26.49566,-82.0814747,12/15/2022,Pine Island DMS,65,
749237-22352-44455,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/18/2022,Vegetation,26.6810438,-82.1313028,12/18/2022,Pine Island DMS,53,
749237-22354-46040,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/20/2022,Vegetation,26.6781312,-82.1329059,12/20/2022,Pine Island DMS,65,
749238-22339-57463,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/5/2022,C and D,26.50594,-82.0823058,12/5/2022,Pine Island DMS,39,
749238-22340-59020,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/6/2022,C and D,26.509205,-82.0826543,12/6/2022,Pine Island DMS,52,
749238-22342-38262,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/8/2022,C and D,26.4972667,-82.0817713,12/8/2022,Pine Island DMS,39,
740034-22338-40237,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/4/2022,Vegetation,26.58652747,-81.6448283,12/4/2022,Domestic Rd DMS,66,
740035-22335-30906,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/1/2022,Vegetation,26.7060476,-81.8989646,12/1/2022,Civic Center DMS,71,
740035-22338-58264,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/4/2022,Vegetation,26.6319969,-81.5928574,12/4/2022,Civic Center DMS,71,
749734-22350-55725,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/16/2022,C and D,26.5647919,-81.6025788,12/16/2022,Civic Center DMS,66,
749735-22345-39864,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/11/2022,Vegetation,26.66579303,-81.81086127,12/11/2022,Paige Field Airport DMS,40,
749735-22348-60497,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/14/2022,C and D,26.66287281,-81.81019402,12/14/2022,Paige Field Airport DMS,37,
749735-22349-44041,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/15/2022,C and D,26.66287437,-81.81030951,12/15/2022,Civic Center DMS,34,
749736-22343-41297,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/9/2022,Vegetation,26.6656663,-81.80976345,12/9/2022,Paige Field Airport DMS,28,
749736-22343-49026,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/9/2022,Vegetation,26.66569611,-81.8096113,12/9/2022,Paige Field Airport DMS,47,
749737-22335-28671,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/1/2022,Vegetation,26.76118657,-81.92176321,12/1/2022,Civic Center DMS,58,
749737-22335-52113,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/1/2022,Vegetation,26.69500766,-81.91602554,12/1/2022,Civic Center DMS,62,
749737-22337-28248,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/3/2022,Vegetation,26.69307736,-81.92035345,12/3/2022,Civic Center DMS,58,
749222-22354-53738,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/20/2022,C and D,26.5011872,-82.0772576,12/20/2022,Pine Island DMS,64,
749223-22336-38769,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/2/2022,Vegetation,26.7626221,-82.0404762,12/2/2022,Pine Island DMS,71,
749223-22339-45577,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/5/2022,Vegetation,26.7633829,-82.0478107,12/5/2022,Pine Island DMS,67,
749223-22339-55028,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/5/2022,Vegetation,26.7625693,-82.0485242,12/5/2022,Pine Island DMS,67,
749223-22343-55695,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/9/2022,C and D,26.4996327,-82.0774466,12/9/2022,Pine Island DMS,49,
749223-22350-46971,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/16/2022,C and D,26.5004144,-82.0770824,12/16/2022,Pine Island DMS,58,
749223-22351-43203,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/17/2022,C and D,26.4997181,-82.0784432,12/17/2022,Pine Island DMS,36,
749223-22351-58916,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/17/2022,Vegetation,26.4995831,-82.079423,12/17/2022,Pine Island DMS,58,
720014-22343-47432,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/9/2022,C and D,26.64993196,-81.89612632,12/9/2022,Paige Field Airport DMS,67,
720156-22337-43422,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/3/2022,C and D,26.5697426,-82.1027194,12/3/2022,Pine Island DMS,54,
740149-22351-36940,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/18/2022,C and D,26.52185435,-81.87191582,12/18/2022,Paige Field Airport DMS,71,
740150-22336-46759,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/2/2022,C and D,26.7392803,-81.8386545,12/2/2022,Civic Center DMS,69,
740150-22337-45630,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/3/2022,Vegetation,26.591447,-81.6650388,12/3/2022,Paige Field Airport DMS,61,
749147-22343-38858,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/9/2022,C and D,26.4640492,-81.95174255,12/9/2022,FMB Elementary School DMS,25,
749155-22343-37576,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/9/2022,C and D,26.46250198,-81.95218407,12/9/2022,FMB Elementary School DMS,18,
749156-22343-37818,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/9/2022,C and D,26.46239473,-81.95217761,12/9/2022,FMB Elementary School DMS,14,
749157-22343-39194,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/9/2022,C and D,26.46396131,-81.9517752,12/9/2022,FMB Elementary School DMS,21,
749184-22335-25332,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/1/2022,Vegetation,26.6790171,-81.7599412,12/1/2022,Domestic Rd DMS,56,
749184-22335-51142,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/1/2022,Vegetation,26.6773691,-81.7598774,12/1/2022,Domestic Rd DMS,60,
749184-22336-28014,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/2/2022,Vegetation,26.6648527,-81.7740385,12/2/2022,Domestic Rd DMS,68,
749184-22337-45181,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/3/2022,Vegetation,26.5155023,-81.8615936,12/3/2022,Domestic Rd DMS,64,
710157-22338-40450,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/4/2022,Vegetation,26.6491132,-82.1252848,12/4/2022,Pine Island DMS,62,
729034-22342-34858,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/8/2022,C and D,26.73732663,-82.26015227,12/8/2022,Wheeler Rd DMS ,54,
745551-22350-50371,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/16/2022,Vegetation,26.6968521,-81.8405076,12/16/2022,Civic Center DMS,31,
745551-22351-52527,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/17/2022,Vegetation,26.6756689,-81.7177188,12/17/2022,Civic Center DMS,28,
745551-22354-62595,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/20/2022,C and D,26.6937597,-81.8567212,12/21/2022,Civic Center DMS,6,
745567-22336-31521,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/2/2022,Vegetation,26.74074834,-81.84286141,12/2/2022,Civic Center DMS,50,
745567-22338-26141,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/4/2022,Vegetation,26.7408524,-81.8259641,12/4/2022,Civic Center DMS,47,
745567-22338-33453,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/4/2022,Vegetation,26.7404366,-81.8242173,12/4/2022,Civic Center DMS,50,
745567-22338-49355,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/4/2022,Vegetation,26.745575,-81.8262654,12/4/2022,Civic Center DMS,47,
720156-22349-41875,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/15/2022,C and D,26.5650419,-82.1074174,12/15/2022,Pine Island DMS,50,
749018-22340-32495,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/6/2022,Vegetation,26.51957825,-81.84055935,12/6/2022,Domestic Rd DMS,62,
749018-22340-42045,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/6/2022,Vegetation,26.52028033,-81.84056878,12/6/2022,Domestic Rd DMS,58,
749018-22340-56759,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/6/2022,Vegetation,26.52460555,-81.84050547,12/6/2022,Domestic Rd DMS,42,
749018-22345-54599,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/11/2022,Vegetation,26.51359933,-81.84051231,12/11/2022,Domestic Rd DMS,58,
749018-22348-57072,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/14/2022,Vegetation,26.51194377,-81.84447045,12/14/2022,Domestic Rd DMS,54,
749018-22351-53557,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/17/2022,Vegetation,26.47558564,-81.82807867,12/17/2022,Domestic Rd DMS,71,
749238-22343-30872,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/9/2022,C and D,26.4984155,-82.0821315,12/9/2022,Pine Island DMS,48,
749238-22346-31786,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/12/2022,C and D,26.4984124,-82.0820004,12/12/2022,Pine Island DMS,44,
749238-22347-33328,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/13/2022,C and D,26.4978057,-82.0817032,12/13/2022,Pine Island DMS,57,
749238-22350-29036,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/16/2022,C and D,26.4945031,-82.0816912,12/16/2022,Pine Island DMS,57,
749238-22351-43374,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/17/2022,Vegetation,26.680968,-82.1302085,12/17/2022,Pine Island DMS,65,
749238-22351-49045,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/17/2022,Vegetation,26.6810445,-82.130274,12/17/2022,Pine Island DMS,61,
749239-22335-31229,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/1/2022,C and D,26.5008672,-82.0874597,12/1/2022,Pine Island DMS,55,
749239-22335-51409,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/1/2022,C and D,26.5008284,-82.0872819,12/1/2022,Pine Island DMS,67,
749737-22338-30604,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/4/2022,Vegetation,26.6968512,-81.9223337,12/4/2022,Civic Center DMS,55,
749737-22339-56475,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/5/2022,Vegetation,26.61317019,-81.64093816,12/5/2022,Civic Center DMS,58,
749737-22340-34397,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/6/2022,Vegetation,26.68790375,-81.88317915,12/6/2022,Civic Center DMS,58,
749737-22341-28663,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/7/2022,C and D,26.68291336,-81.87908882,12/7/2022,Civic Center DMS,66,
749737-22341-36860,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/7/2022,C and D,26.68496802,-81.87908971,12/7/2022,Civic Center DMS,69,
749737-22341-44356,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/7/2022,C and D,26.68886617,-81.88443515,12/7/2022,Civic Center DMS,69,
749737-22342-49843,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/8/2022,Vegetation,26.68619458,-81.88111241,12/8/2022,Civic Center DMS,66,
749737-22343-28724,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/9/2022,Vegetation,26.68314259,-81.8791455,12/9/2022,Civic Center DMS,69,
749737-22346-49358,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/12/2022,Vegetation,26.57822986,-81.63053195,12/12/2022,Civic Center DMS,66,
720157-22345-57872,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/11/2022,C and D,26.5679656,-82.1077373,12/11/2022,Pine Island DMS,50,
749223-22353-60740,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/19/2022,C and D,26.5010238,-82.0784544,12/19/2022,Pine Island DMS,67,
749223-22355-30653,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/21/2022,Vegetation,26.5010285,-82.0765107,12/21/2022,Pine Island DMS,53,
749223-22355-48001,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/21/2022,Vegetation,26.4986031,-82.0803662,12/21/2022,Pine Island DMS,53,
749223-22361-50445,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/27/2022,C and D,26.6152684,-82.1186422,12/27/2022,Pine Island DMS,58,
749223-22362-30323,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/28/2022,C and D,26.6151345,-82.1187205,12/28/2022,Pine Island DMS,36,
749223-22362-44089,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/28/2022,Vegetation,26.5945642,-82.1107181,12/28/2022,Pine Island DMS,49,
749224-22335-37029,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/1/2022,Vegetation,26.577465,-81.897195,12/1/2022,Paige Field Airport DMS,49,
749224-22336-31377,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/2/2022,Vegetation,26.5634772,-81.8896354,12/2/2022,Paige Field Airport DMS,53,
749224-22336-59363,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/2/2022,Vegetation,26.5301067,-81.8605901,12/2/2022,Paige Field Airport DMS,49,
749224-22337-48560,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/3/2022,Vegetation,26.5298935,-81.8567564,12/3/2022,Paige Field Airport DMS,56,
749224-22338-55855,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/4/2022,Vegetation,26.5578227,-81.8857618,12/4/2022,Paige Field Airport DMS,49,
749224-22339-28996,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/5/2022,C and D,26.5309741,-81.8565577,12/5/2022,Paige Field Airport DMS,49,
749224-22339-39339,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/5/2022,Vegetation,26.5309887,-81.8580791,12/5/2022,Paige Field Airport DMS,53,
749224-22339-48353,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/5/2022,Vegetation,26.5310658,-81.8590956,12/5/2022,Paige Field Airport DMS,49,
749224-22339-53343,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/5/2022,Vegetation,26.5310307,-81.8597024,12/5/2022,Paige Field Airport DMS,46,
749224-22340-25077,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/6/2022,Vegetation,26.5309597,-81.8614677,12/6/2022,Paige Field Airport DMS,53,
749224-22341-51736,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/7/2022,Vegetation,26.5656763,-81.8736624,12/7/2022,Paige Field Airport DMS,49,
729034-22337-57736,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/3/2022,C and D,26.7255953,-82.2625603,12/3/2022,Wheeler Rd DMS ,54,
740007-22338-36165,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/4/2022,C and D,26.44130431,-81.92878515,12/4/2022,Lovers Key DMS,25,
740033-22339-25148,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/5/2022,C and D,26.58597728,-81.6429983,12/5/2022,Domestic Rd DMS,68,
740033-22347-28467,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/13/2022,C and D,26.66609581,-81.8910556,12/13/2022,Paige Field Airport DMS,57,
740034-22337-46831,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/3/2022,Vegetation,26.47030618,-81.82106518,12/3/2022,Domestic Rd DMS,66,
749099-22342-48512,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/8/2022,Vegetation,26.66653426,-81.78040752,12/8/2022,Domestic Rd DMS,44,
749104-22339-49780,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/5/2022,Vegetation,26.642888,-82.1158874,12/5/2022,Pine Island DMS,73,
749104-22342-45133,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/8/2022,C and D,26.6347641,-82.0657452,12/8/2022,Pine Island DMS,61,
749104-22343-53761,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/9/2022,C and D,26.5095006,-82.0841549,12/9/2022,Pine Island DMS,45,
749104-22345-33189,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/11/2022,C and D,26.5057627,-82.0837269,12/11/2022,Pine Island DMS,49,
749104-22345-52252,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/11/2022,C and D,26.503912,-82.0836665,12/11/2022,Pine Island DMS,53,
749104-22347-39608,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/13/2022,C and D,26.5004545,-82.085357,12/13/2022,Pine Island DMS,57,
749104-22347-62350,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/13/2022,C and D,26.4999362,-82.0856217,12/13/2022,Pine Island DMS,49,
740150-22339-34342,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/5/2022,Vegetation,26.5620746,-81.6638114,12/5/2022,Domestic Rd DMS,65,
740150-22346-41325,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/12/2022,Vegetation,26.60506,-81.5971369,12/12/2022,Civic Center DMS,53,
740146-22346-38628,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/12/2022,C and D,26.4983093,-82.0771402,12/12/2022,Pine Island DMS,53,
740146-22347-57912,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/13/2022,Vegetation,26.4978627,-82.0802515,12/13/2022,Pine Island DMS,67,
749239-22336-49641,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/2/2022,C and D,26.5005689,-82.0865791,12/2/2022,Pine Island DMS,51,
749239-22336-56931,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/2/2022,C and D,26.50045,-82.0862975,12/2/2022,Pine Island DMS,51,
749239-22337-55518,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/3/2022,C and D,26.5010445,-82.0882336,12/3/2022,Pine Island DMS,51,
749239-22338-57339,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/4/2022,C and D,26.4952604,-82.0893281,12/4/2022,Pine Island DMS,59,
749239-22340-42999,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/6/2022,C and D,26.4951035,-82.0890339,12/6/2022,Pine Island DMS,59,
749239-22341-38410,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/7/2022,C and D,26.4951738,-82.0893966,12/7/2022,Pine Island DMS,51,
710157-22353-35383,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/19/2022,Vegetation,26.5799285,-82.1053813,12/19/2022,Pine Island DMS,66,
740035-22342-52500,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/8/2022,Vegetation,26.7064424,-81.8990943,12/8/2022,Civic Center DMS,60,
740036-22340-38290,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/6/2022,Vegetation,26.6304315,-81.585975,12/6/2022,Civic Center DMS,49,
740036-22347-25290,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/13/2022,Vegetation,26.7332481,-81.8554737,12/13/2022,Civic Center DMS,46,
740039-22345-43639,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/11/2022,Vegetation,26.72213081,-81.86573829,12/11/2022,Civic Center DMS,70,
745567-22342-29832,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/8/2022,Vegetation,26.7452238,-81.8505381,12/8/2022,Civic Center DMS,32,
745567-22342-33576,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/8/2022,Vegetation,26.745364,-81.8502846,12/8/2022,Civic Center DMS,61,
745567-22343-26142,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/9/2022,Vegetation,26.7424106,-81.8230505,12/9/2022,Civic Center DMS,43,
745567-22345-34552,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/11/2022,Vegetation,26.7433098,-81.805923,12/11/2022,Civic Center DMS,58,
720157-22338-61270,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/4/2022,C and D,26.569816,-82.1026773,12/4/2022,Pine Island DMS,47,
749104-22348-34469,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/14/2022,C and D,26.4987376,-82.0861736,12/14/2022,Pine Island DMS,36,
749104-22349-37498,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/15/2022,C and D,26.6503637,-82.1250795,12/15/2022,Pine Island DMS,73,
749104-22350-28341,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/16/2022,Vegetation,26.6479592,-82.1231202,12/16/2022,Pine Island DMS,73,
749104-22351-56094,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/17/2022,Vegetation,26.6506934,-82.1190824,12/17/2022,Pine Island DMS,69,
749104-22352-25695,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/18/2022,Vegetation,26.6390915,-82.1217531,12/18/2022,Pine Island DMS,73,
749104-22352-48937,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/18/2022,Vegetation,26.6405791,-82.1215184,12/18/2022,Pine Island DMS,77,
749104-22354-46864,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/20/2022,Vegetation,26.5888564,-82.1127435,12/20/2022,Pine Island DMS,65,
749104-22355-51671,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/21/2022,Vegetation,26.6450053,-82.1199801,12/21/2022,Pine Island DMS,77,
749105-22338-52632,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/4/2022,Vegetation,26.6409909,-82.1159499,12/4/2022,Pine Island DMS,85,
749239-22342-57654,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/8/2022,C and D,26.4951222,-82.0896372,12/8/2022,Pine Island DMS,63,
749239-22346-33617,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/12/2022,C and D,26.4952683,-82.0885822,12/12/2022,Pine Island DMS,55,
749239-22346-44698,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/12/2022,C and D,26.4995304,-82.0893257,12/12/2022,Pine Island DMS,55,
749239-22348-59732,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/14/2022,C and D,26.4991647,-82.0873512,12/14/2022,Pine Island DMS,55,
749239-22353-49331,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/19/2022,C and D,26.5021595,-82.0851784,12/19/2022,Pine Island DMS,51,
749240-22337-32652,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/3/2022,C and D,26.5004466,-82.0861748,12/3/2022,Pine Island DMS,57,
749240-22338-38953,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/4/2022,C and D,26.5008983,-82.08783,12/4/2022,Pine Island DMS,57,
749240-22338-44191,Lee County FL,Hurricane Ian FL,Crowder Gulf,Lee Co FL Ian Debris,12/4/2022,C and D,26.5009659,-82.0878598,12/4/2022,Pine Island DMS,57,
